instance;weight;size;time
BPPC_2_0_3.txt_0.9.bz2;391;4;8
BPPC_1_0_4.txt_0.6.bz2;609;7;1
BPPC_4_0_7.txt_0.4.bz2;0;0;0
BPPC_7_0_7.txt_0.6.bz2;3473;8;14
BPPC_3_0_10.txt_0.2.bz2;0;0;0
BPPC_7_0_8.txt_0.7.bz2;3188;8;10
BPPC_7_0_4.txt_0.5.bz2;4550;10;53
BPPC_8_0_8.txt_0.9.bz2;2167;5;38
BPPC_6_0_10.txt_0.4.bz2;4439;11;5
BPPC_1_0_2.txt_0.6.bz2;648;6;3
BPPC_8_0_6.txt_0.3.bz2;0;0;0
BPPC_7_0_10.txt_0.9.bz2;1783;4;13
BPPC_1_0_2.txt_0.4.bz2;942;12;4
BPPC_3_0_6.txt_0.1.bz2;0;0;0
BPPC_7_0_4.txt_0.3.bz2;7068;18;4331
BPPC_6_0_6.txt_0.8.bz2;2105;5;2
BPPC_8_0_1.txt_0.5.bz2;5063;12;3044
BPPC_7_0_8.txt_0.5.bz2;4442;10;55
BPPC_1_0_10.txt_0.3.bz2;1129;14;21
BPPC_8_0_2.txt_0.8.bz2;2658;6;44
BPPC_1_0_7.txt_0.2.bz2;1597;20;145
BPPC_5_0_10.txt_0.9.bz2;1189;3;0
BPPC_1_0_3.txt_0.6.bz2;563;7;1
BPPC_8_0_2.txt_0.4.bz2;6488;16;53784
BPPC_2_0_5.txt_0.2.bz2;2176;26;87990
BPPC_8_0_1.txt_0.3.bz2;0;0;0
BPPC_4_0_6.txt_0.2.bz2;0;0;0
BPPC_4_0_7.txt_0.5.bz2;1273;14;275190
BPPC_1_0_7.txt_0.3.bz2;1228;14;17
BPPC_8_0_9.txt_0.6.bz2;3942;10;336
BPPC_1_0_8.txt_0.3.bz2;1269;16;12
BPPC_3_0_6.txt_0.6.bz2;902;9;306
BPPC_1_0_9.txt_0.4.bz2;1035;12;4
BPPC_8_0_2.txt_0.6.bz2;4125;9;310
BPPC_2_0_2.txt_0.6.bz2;776;8;18
BPPC_2_0_2.txt_0.4.bz2;1208;14;333
BPPC_1_0_6.txt_0.8.bz2;449;5;1
BPPC_8_0_10.txt_0.3.bz2;0;0;0
BPPC_2_0_10.txt_0.3.bz2;1523;17;4519
BPPC_3_0_10.txt_0.1.bz2;0;0;0
BPPC_2_0_7.txt_0.9.bz2;396;4;9
BPPC_2_0_7.txt_0.5.bz2;961;10;54
BPPC_1_0_3.txt_0.2.bz2;1593;20;93
BPPC_5_0_10.txt_0.5.bz2;3088;8;1
BPPC_4_0_2.txt_0.6.bz2;1013;11;12226
BPPC_4_0_2.txt_0.4.bz2;0;0;0
BPPC_2_0_6.txt_0.3.bz2;1492;19;4736
BPPC_6_0_1.txt_0.8.bz2;1869;4;1
BPPC_5_0_4.txt_0.6.bz2;2468;6;0
BPPC_7_0_3.txt_0.5.bz2;4325;11;58
BPPC_4_0_4.txt_0.6.bz2;1054;12;11007
BPPC_3_0_2.txt_0.8.bz2;622;6;40
BPPC_6_0_6.txt_0.1.bz2;11921;33;354
BPPC_5_0_2.txt_0.4.bz2;3458;9;1
BPPC_8_0_7.txt_0.1.bz2;0;0;0
BPPC_2_0_10.txt_0.9.bz2;422;4;7
BPPC_3_0_8.txt_0.5.bz2;1123;12;2799
BPPC_2_0_7.txt_0.7.bz2;670;7;8
BPPC_4_0_5.txt_0.8.bz2;665;7;204
BPPC_2_0_10.txt_0.7.bz2;625;6;10
BPPC_3_0_5.txt_0.2.bz2;0;0;0
BPPC_6_0_3.txt_0.6.bz2;3224;8;1
BPPC_8_0_7.txt_0.3.bz2;0;0;0
BPPC_2_0_9.txt_0.9.bz2;396;4;9
BPPC_6_0_5.txt_0.4.bz2;4404;11;5
BPPC_5_0_7.txt_0.2.bz2;6036;16;0
BPPC_4_0_2.txt_0.3.bz2;0;0;0
BPPC_1_0_5.txt_0.1.bz2;2591;33;303
BPPC_4_0_9.txt_0.3.bz2;0;0;0
BPPC_6_0_1.txt_0.3.bz2;5612;15;15
BPPC_2_0_4.txt_0.7.bz2;649;8;11
BPPC_1_0_3.txt_0.4.bz2;941;10;5
BPPC_3_0_10.txt_0.5.bz2;1106;12;2993
BPPC_2_0_6.txt_0.2.bz2;2118;25;145307
BPPC_5_0_10.txt_0.7.bz2;2018;6;0
BPPC_5_0_1.txt_0.3.bz2;4357;12;0
BPPC_2_0_4.txt_0.5.bz2;998;12;50
BPPC_4_0_1.txt_0.5.bz2;1278;14;281413
BPPC_3_0_3.txt_0.6.bz2;943;10;271
BPPC_4_0_6.txt_0.4.bz2;0;0;0
BPPC_6_0_10.txt_0.3.bz2;5565;14;18
BPPC_8_0_10.txt_0.4.bz2;6336;16;55073
BPPC_5_0_8.txt_0.2.bz2;5538;15;0
BPPC_7_0_3.txt_0.9.bz2;1772;4;9
BPPC_7_0_2.txt_0.3.bz2;7088;17;4297
BPPC_4_0_7.txt_0.2.bz2;0;0;0
BPPC_7_0_3.txt_0.6.bz2;3570;9;14
BPPC_8_0_1.txt_0.2.bz2;0;0;0
BPPC_3_0_2.txt_0.7.bz2;705;8;65
BPPC_4_0_3.txt_0.5.bz2;1298;14;279493
BPPC_1_0_1.txt_0.2.bz2;1601;20;82
BPPC_5_0_4.txt_0.7.bz2;1904;5;0
BPPC_1_0_10.txt_0.5.bz2;729;8;2
BPPC_5_0_6.txt_0.7.bz2;1836;5;0
BPPC_5_0_6.txt_0.9.bz2;1317;3;0
BPPC_7_0_1.txt_0.3.bz2;7183;19;3672
BPPC_4_0_3.txt_0.8.bz2;670;7;209
BPPC_4_0_8.txt_0.2.bz2;0;0;0
BPPC_5_0_6.txt_0.8.bz2;1651;4;0
BPPC_1_0_2.txt_0.9.bz2;301;3;1
BPPC_2_0_6.txt_0.6.bz2;790;8;14
BPPC_4_0_6.txt_0.6.bz2;1069;12;9814
BPPC_6_0_3.txt_0.4.bz2;4233;11;5
BPPC_2_0_9.txt_0.8.bz2;530;6;9
BPPC_7_0_1.txt_0.6.bz2;3542;9;21
BPPC_4_0_10.txt_0.9.bz2;518;5;165
BPPC_3_0_10.txt_0.4.bz2;1386;15;54889
BPPC_3_0_10.txt_0.7.bz2;690;8;72
BPPC_8_0_6.txt_0.8.bz2;2772;7;42
BPPC_6_0_8.txt_0.2.bz2;7903;20;96
BPPC_4_0_7.txt_0.9.bz2;520;5;163
BPPC_4_0_2.txt_0.8.bz2;670;7;207
BPPC_3_0_3.txt_0.3.bz2;0;0;0
BPPC_5_0_2.txt_0.8.bz2;1524;4;0
BPPC_7_0_8.txt_0.9.bz2;1743;4;9
BPPC_5_0_9.txt_0.6.bz2;2163;6;0
BPPC_6_0_2.txt_0.1.bz2;11871;32;338
BPPC_3_0_3.txt_0.5.bz2;1101;12;3080
BPPC_3_0_7.txt_0.1.bz2;0;0;0
BPPC_8_0_4.txt_0.7.bz2;3395;8;63
BPPC_4_0_2.txt_0.9.bz2;497;5;162
BPPC_5_0_3.txt_0.2.bz2;6042;17;0
BPPC_2_0_6.txt_0.4.bz2;1241;14;326
BPPC_7_0_6.txt_0.3.bz2;7233;18;2902
BPPC_7_0_6.txt_0.6.bz2;3675;9;13
BPPC_2_0_9.txt_0.2.bz2;2170;27;118625
BPPC_1_0_9.txt_0.1.bz2;2680;32;356
BPPC_5_0_7.txt_0.7.bz2;1938;5;0
BPPC_5_0_1.txt_0.7.bz2;2226;5;0
BPPC_6_0_9.txt_0.8.bz2;1898;5;1
BPPC_7_0_1.txt_0.9.bz2;1907;4;10
BPPC_7_0_5.txt_0.6.bz2;3465;8;19
BPPC_7_0_9.txt_0.6.bz2;3600;9;16
BPPC_3_0_1.txt_0.4.bz2;1374;14;51706
BPPC_1_0_9.txt_0.3.bz2;1212;14;14
BPPC_8_0_3.txt_0.2.bz2;0;0;0
BPPC_1_0_8.txt_0.5.bz2;743;9;2
BPPC_8_0_10.txt_0.1.bz2;0;0;0
BPPC_6_0_6.txt_0.3.bz2;5563;14;17
BPPC_3_0_1.txt_0.1.bz2;0;0;0
BPPC_4_0_10.txt_0.4.bz2;0;0;0
BPPC_7_0_1.txt_0.8.bz2;2295;6;9
BPPC_5_0_10.txt_0.4.bz2;3657;9;0
BPPC_2_0_1.txt_0.6.bz2;779;9;15
BPPC_1_0_3.txt_0.5.bz2;825;10;1
BPPC_4_0_5.txt_0.1.bz2;0;0;0
BPPC_3_0_7.txt_0.3.bz2;0;0;0
BPPC_2_0_6.txt_0.1.bz2;0;0;0
BPPC_4_0_3.txt_0.9.bz2;484;5;157
BPPC_7_0_6.txt_0.1.bz2;0;0;0
BPPC_6_0_1.txt_0.6.bz2;2757;7;2
BPPC_8_0_4.txt_0.5.bz2;5207;12;2594
BPPC_7_0_2.txt_0.6.bz2;3562;10;16
BPPC_7_0_4.txt_0.4.bz2;5378;13;342
BPPC_1_0_3.txt_0.1.bz2;2492;32;480
BPPC_1_0_5.txt_0.7.bz2;534;6;2
BPPC_6_0_5.txt_0.3.bz2;5560;14;21
BPPC_7_0_7.txt_0.4.bz2;5474;13;307
BPPC_1_0_8.txt_0.7.bz2;499;5;2
BPPC_7_0_5.txt_0.3.bz2;7186;18;4116
BPPC_5_0_2.txt_0.9.bz2;1393;4;0
BPPC_3_0_2.txt_0.1.bz2;0;0;0
BPPC_4_0_4.txt_0.7.bz2;850;9;866
BPPC_1_0_8.txt_0.2.bz2;1600;20;90
BPPC_7_0_3.txt_0.2.bz2;9941;24;115588
BPPC_3_0_2.txt_0.4.bz2;1404;15;50199
BPPC_3_0_1.txt_0.9.bz2;449;5;40
BPPC_2_0_2.txt_0.3.bz2;1489;16;5024
BPPC_4_0_10.txt_0.5.bz2;1264;13;289631
BPPC_4_0_6.txt_0.1.bz2;0;0;0
BPPC_2_0_6.txt_0.5.bz2;991;11;51
BPPC_8_0_4.txt_0.2.bz2;0;0;0
BPPC_2_0_5.txt_0.4.bz2;1201;13;333
BPPC_2_0_3.txt_0.2.bz2;2143;25;120782
BPPC_7_0_7.txt_0.3.bz2;6923;19;4953
BPPC_8_0_6.txt_0.2.bz2;0;0;0
BPPC_3_0_7.txt_0.4.bz2;1446;15;48544
BPPC_2_0_7.txt_0.1.bz2;0;0;0
BPPC_7_0_6.txt_0.5.bz2;4261;10;52
BPPC_5_0_4.txt_0.5.bz2;2711;7;0
BPPC_2_0_3.txt_0.1.bz2;0;0;0
BPPC_7_0_4.txt_0.7.bz2;2830;7;9
BPPC_2_0_4.txt_0.1.bz2;0;0;0
BPPC_6_0_9.txt_0.4.bz2;4352;10;4
BPPC_8_0_10.txt_0.9.bz2;1998;5;31
BPPC_3_0_3.txt_0.7.bz2;758;8;58
BPPC_1_0_1.txt_0.4.bz2;947;11;8
BPPC_5_0_5.txt_0.8.bz2;1710;4;0
BPPC_2_0_1.txt_0.7.bz2;649;7;11
BPPC_6_0_7.txt_0.1.bz2;12422;32;213
BPPC_6_0_6.txt_0.2.bz2;7829;21;86
BPPC_1_0_10.txt_0.6.bz2;601;8;2
BPPC_6_0_2.txt_0.9.bz2;1529;4;1
BPPC_7_0_9.txt_0.1.bz2;0;0;0
BPPC_3_0_9.txt_0.3.bz2;0;0;0
BPPC_2_0_4.txt_0.4.bz2;1199;14;318
BPPC_2_0_5.txt_0.1.bz2;0;0;0
BPPC_6_0_2.txt_0.4.bz2;4331;11;8
BPPC_7_0_5.txt_0.7.bz2;3306;8;11
BPPC_7_0_3.txt_0.8.bz2;2229;5;8
BPPC_1_0_10.txt_0.2.bz2;1676;20;67
BPPC_3_0_3.txt_0.8.bz2;567;6;36
BPPC_8_0_5.txt_0.1.bz2;0;0;0
BPPC_1_0_9.txt_0.8.bz2;433;5;1
BPPC_7_0_4.txt_0.1.bz2;0;0;0
BPPC_1_0_6.txt_0.6.bz2;611;6;2
BPPC_6_0_7.txt_0.7.bz2;2282;6;2
BPPC_6_0_8.txt_0.3.bz2;5707;15;16
BPPC_7_0_3.txt_0.7.bz2;2838;7;11
BPPC_8_0_6.txt_0.5.bz2;5134;12;2940
BPPC_4_0_8.txt_0.7.bz2;823;9;900
BPPC_4_0_5.txt_0.6.bz2;994;11;12391
BPPC_5_0_9.txt_0.2.bz2;6118;16;0
BPPC_1_0_10.txt_0.7.bz2;534;6;1
BPPC_6_0_8.txt_0.6.bz2;3105;7;1
BPPC_8_0_9.txt_0.1.bz2;0;0;0
BPPC_3_0_4.txt_0.8.bz2;581;6;43
BPPC_6_0_5.txt_0.9.bz2;1476;4;1
BPPC_2_0_5.txt_0.7.bz2;617;7;10
BPPC_7_0_10.txt_0.2.bz2;9695;25;157990
BPPC_2_0_5.txt_0.3.bz2;1515;19;4275
BPPC_3_0_4.txt_0.3.bz2;0;0;0
BPPC_1_0_5.txt_0.4.bz2;981;11;5
BPPC_7_0_8.txt_0.3.bz2;6977;18;4116
BPPC_5_0_9.txt_0.5.bz2;3015;8;0
BPPC_7_0_5.txt_0.1.bz2;0;0;0
BPPC_6_0_3.txt_0.5.bz2;3688;9;2
BPPC_6_0_3.txt_0.1.bz2;11409;32;911
BPPC_2_0_2.txt_0.8.bz2;516;6;8
BPPC_2_0_8.txt_0.6.bz2;793;9;14
BPPC_8_0_7.txt_0.6.bz2;4219;10;291
BPPC_7_0_7.txt_0.9.bz2;1801;4;7
BPPC_2_0_7.txt_0.6.bz2;791;8;16
BPPC_7_0_8.txt_0.1.bz2;0;0;0
