instance;weight;size;nodes;avg_cc;avg_min_k;avg_ratio;time;alg
BPPC_7_0_9.txt_0.2.bz2;9986;25;100884646;20.197;18.5468;0.92246;154700;mcqdw
BPPC_2_0_1.txt_0.4.bz2;1128;14;379205;10.8449;9.30864;0.867085;407;mcqdw
BPPC_8_0_3.txt_0.5.bz2;5009;12;2233139;9.86;8.39918;0.861655;3251;mcqdw
BPPC_8_0_2.txt_0.5.bz2;5080;12;2231910;9.83758;8.37528;0.860941;3208;mcqdw
BPPC_6_0_2.txt_0.5.bz2;3424;10;2008;7.86861;6.3433;0.815287;2;mcqdw
BPPC_1_0_6.txt_0.7.bz2;500;6;529;5.23391;3.72734;0.720214;1;mcqdw
BPPC_8_0_7.txt_0.7.bz2;3420;8;32423;6.83035;5.48582;0.811874;70;mcqdw
BPPC_6_0_4.txt_0.7.bz2;2318;6;444;5.36486;3.91497;0.741763;2;mcqdw
BPPC_4_0_4.txt_0.8.bz2;662;7;67967;5.84848;4.59243;0.790944;214;mcqdw
BPPC_5_0_2.txt_0.6.bz2;2432;6;105;6.0756;4.19078;0.688109;0;mcqdw
BPPC_2_0_9.txt_0.5.bz2;965;11;55647;8.75191;7.2739;0.840331;59;mcqdw
BPPC_5_0_3.txt_0.6.bz2;2428;7;132;5.68696;3.87667;0.679102;0;mcqdw
BPPC_3_0_6.txt_0.8.bz2;587;6;7953;5.42984;4.19252;0.780766;40;mcqdw
BPPC_3_0_7.txt_0.8.bz2;572;6;8531;5.38612;4.14842;0.77873;40;mcqdw
BPPC_3_0_5.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_8_0_1.txt_0.4.bz2;6520;15;41037096;12.2623;10.7417;0.884268;65226;mcqdw
BPPC_5_0_8.txt_0.1.bz2;8225;23;1567;16.8344;14.9312;0.862054;1;mcqdw
BPPC_8_0_10.txt_0.8.bz2;2567;6;9045;5.335;4.08947;0.775541;46;mcqdw
BPPC_8_0_5.txt_0.4.bz2;6348;16;37355751;12.3689;10.843;0.884928;60789;mcqdw
BPPC_2_0_1.txt_0.2.bz2;2119;24;101088918;20.159;18.5122;0.922303;156863;mcqdw
BPPC_3_0_1.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_8_0_5.txt_0.6.bz2;4106;10;252535;8.01095;6.62022;0.836607;333;mcqdw
BPPC_4_0_1.txt_0.8.bz2;659;7;59549;6.04714;4.81515;0.801883;214;mcqdw
BPPC_1_0_4.txt_0.3.bz2;1283;13;12111;12.3753;10.7516;0.871954;12;mcqdw
BPPC_6_0_7.txt_0.8.bz2;1914;5;226;4.49023;2.9529;0.666379;1;mcqdw
BPPC_2_0_8.txt_0.3.bz2;1660;19;2241651;15.0045;13.4228;0.900466;3009;mcqdw
BPPC_8_0_9.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_5_0_7.txt_0.5.bz2;2839;8;272;6.22044;4.46648;0.720129;0;mcqdw
BPPC_6_0_10.txt_0.7.bz2;2341;6;457;5.33098;3.82301;0.72704;1;mcqdw
BPPC_1_0_2.txt_0.8.bz2;448;5;212;4.43999;2.93398;0.66961;4;mcqdw
BPPC_5_0_5.txt_0.6.bz2;2649;7;110;5.53018;3.7128;0.675185;0;mcqdw
BPPC_5_0_3.txt_0.1.bz2;8264;23;421;18.874;16.5178;0.859123;0;mcqdw
BPPC_3_0_7.txt_0.9.bz2;462;5;1028;4.55995;3.26269;0.719568;42;mcqdw
BPPC_1_0_1.txt_0.8.bz2;423;5;168;4.62315;3.12937;0.687317;1;mcqdw
BPPC_2_0_10.txt_0.4.bz2;1191;14;362425;10.7963;9.25515;0.865567;389;mcqdw
BPPC_7_0_2.txt_0.8.bz2;2286;6;1204;4.85426;3.51871;0.733271;6;mcqdw
BPPC_8_0_6.txt_0.9.bz2;2153;5;1242;4.34971;3.05778;0.70808;40;mcqdw
BPPC_1_0_9.txt_0.9.bz2;340;4;99;3.96808;2.22053;0.579962;4;mcqdw
BPPC_4_0_1.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_8_0_2.txt_0.9.bz2;2031;5;1382;4.3158;3.01659;0.705286;39;mcqdw
BPPC_1_0_4.txt_0.1.bz2;2545;32;743987;25.5702;23.8698;0.935308;892;mcqdw
BPPC_6_0_4.txt_0.4.bz2;4530;12;5017;9.46742;7.87804;0.837316;4;mcqdw
BPPC_2_0_2.txt_0.7.bz2;693;8;2279;6.46699;5.13359;0.801309;7;mcqdw
BPPC_1_0_2.txt_0.3.bz2;1269;14;16487;12.3179;10.679;0.873361;14;mcqdw
BPPC_8_0_8.txt_0.5.bz2;5141;13;2003884;10.0026;8.54454;0.863909;2920;mcqdw
BPPC_7_0_3.txt_0.3.bz2;7694;20;2422531;14.7902;13.1912;0.898128;3175;mcqdw
BPPC_7_0_5.txt_0.9.bz2;1805;4;321;4.24114;2.81892;0.673431;6;mcqdw
BPPC_4_0_9.txt_0.6.bz2;1030;11;7949174;8.68397;7.30161;0.85044;12322;mcqdw
BPPC_3_0_9.txt_0.6.bz2;850;9;257110;7.95588;6.56762;0.835676;331;mcqdw
BPPC_6_0_9.txt_0.2.bz2;7452;20;124458;15.9606;14.281;0.898861;111;mcqdw
BPPC_1_0_3.txt_0.3.bz2;1308;15;16426;11.9476;10.3484;0.871417;14;mcqdw
BPPC_5_0_5.txt_0.2.bz2;6088;16;474;12.2806;10.1644;0.802539;0;mcqdw
BPPC_2_0_2.txt_0.5.bz2;921;10;55614;8.7768;7.30227;0.841506;57;mcqdw
BPPC_5_0_6.txt_0.2.bz2;5498;15;969;12.1797;10.3109;0.840815;0;mcqdw
BPPC_8_0_5.txt_0.8.bz2;2602;6;8313;5.42653;4.19959;0.782981;41;mcqdw
BPPC_7_0_6.txt_0.2.bz2;10048;26;65808421;20.7929;19.136;0.924336;107656;mcqdw
BPPC_4_0_6.txt_0.9.bz2;494;5;9683;4.32675;3.1503;0.73484;160;mcqdw
BPPC_1_0_9.txt_0.6.bz2;595;7;1428;5.82958;4.34213;0.750482;1;mcqdw
BPPC_7_0_6.txt_0.8.bz2;2395;6;964;5.0674;3.73298;0.746062;8;mcqdw
BPPC_5_0_8.txt_0.4.bz2;3238;9;340;7.6667;5.87398;0.762761;0;mcqdw
BPPC_8_0_10.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_6_0_9.txt_0.5.bz2;3486;9;2970;7.32105;5.76813;0.796055;3;mcqdw
BPPC_3_0_6.txt_0.4.bz2;1426;15;35537705;12.4541;10.9338;0.88598;58383;mcqdw
BPPC_1_0_10.txt_0.1.bz2;2411;32;703823;24.6547;22.9265;0.930747;858;mcqdw
BPPC_4_0_5.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_5_0_6.txt_0.3.bz2;4088;11;627;9.55908;7.77608;0.812652;0;mcqdw
BPPC_4_0_3.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_5_0_5.txt_0.5.bz2;2815;7;210;6.39998;4.56471;0.711655;0;mcqdw
BPPC_8_0_4.txt_0.9.bz2;1917;5;1620;4.20875;2.92681;0.702529;41;mcqdw
BPPC_3_0_8.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_2_0_5.txt_0.6.bz2;789;9;8905;7.72334;6.31207;0.827148;14;mcqdw
BPPC_2_0_8.txt_0.7.bz2;656;7;3565;6.0269;4.66171;0.782402;11;mcqdw
BPPC_2_0_7.txt_0.2.bz2;2102;25;134526323;19.3267;17.6773;0.918889;195639;mcqdw
BPPC_3_0_8.txt_0.6.bz2;997;10;229850;8.06917;6.68517;0.83808;314;mcqdw
BPPC_1_0_2.txt_0.5.bz2;760;9;2209;7.60431;6.05912;0.803796;3;mcqdw
BPPC_1_0_5.txt_0.5.bz2;787;9;1843;7.85451;6.29458;0.807475;2;mcqdw
BPPC_4_0_1.txt_0.7.bz2;796;9;762090;6.92118;5.6197;0.822101;1043;mcqdw
BPPC_3_0_4.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_4_0_5.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_1_0_6.txt_0.9.bz2;308;3;101;3.84261;2.41588;0.642961;1;mcqdw
BPPC_1_0_4.txt_0.2.bz2;1697;19;86314;16.475;14.835;0.903931;82;mcqdw
BPPC_4_0_8.txt_0.9.bz2;504;5;9632;4.3271;3.15193;0.735008;158;mcqdw
BPPC_4_0_7.txt_0.7.bz2;882;9;498172;7.40054;6.10406;0.834344;837;mcqdw
BPPC_4_0_3.txt_0.6.bz2;1049;11;7991352;8.67699;7.29603;0.850418;12716;mcqdw
BPPC_8_0_1.txt_0.6.bz2;4152;10;238901;8.08105;6.69634;0.838791;326;mcqdw
BPPC_5_0_9.txt_0.7.bz2;2157;6;63;5.16496;3.37455;0.65663;0;mcqdw
BPPC_3_0_9.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_8_0_5.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_7_0_2.txt_0.4.bz2;5493;14;275242;11.2582;9.72117;0.87185;325;mcqdw
BPPC_1_0_5.txt_0.2.bz2;1684;20;87082;16.4532;14.7992;0.902816;82;mcqdw
BPPC_6_0_8.txt_0.4.bz2;4594;12;4126;9.70127;8.10497;0.835812;4;mcqdw
BPPC_3_0_8.txt_0.8.bz2;579;6;8144;5.41137;4.17982;0.780626;43;mcqdw
BPPC_8_0_2.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_7_0_2.txt_0.5.bz2;4479;11;42942;9.07414;7.60008;0.846538;50;mcqdw
BPPC_6_0_4.txt_0.6.bz2;2804;7;852;6.45902;4.96807;0.780689;2;mcqdw
BPPC_2_0_1.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_5_0_5.txt_0.3.bz2;4477;12;437;8.91911;7.0166;0.771877;0;mcqdw
BPPC_3_0_4.txt_0.5.bz2;1121;12;2401308;9.69364;8.23669;0.859368;3374;mcqdw
BPPC_2_0_7.txt_0.3.bz2;1517;17;3243511;14.2424;12.6673;0.895833;4113;mcqdw
BPPC_3_0_9.txt_0.7.bz2;751;8;32581;6.73693;5.39762;0.808904;68;mcqdw
BPPC_8_0_4.txt_0.6.bz2;4025;9;257898;8.02817;6.63683;0.837275;346;mcqdw
BPPC_4_0_4.txt_0.5.bz2;1271;13;177711624;10.7459;9.30673;0.875098;336973;mcqdw
BPPC_1_0_6.txt_0.5.bz2;774;8;2445;7.46485;5.91754;0.800444;2;mcqdw
BPPC_4_0_9.txt_0.5.bz2;1296;14;137612776;11.1816;9.75153;0.880747;286639;mcqdw
BPPC_3_0_2.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_1_0_3.txt_0.8.bz2;412;4;176;4.60067;3.11028;0.684582;1;mcqdw
BPPC_4_0_1.txt_0.9.bz2;504;5;8628;4.38834;3.2035;0.736789;162;mcqdw
BPPC_8_0_6.txt_0.7.bz2;3323;8;43219;6.45881;5.09808;0.799026;82;mcqdw
BPPC_3_0_5.txt_0.8.bz2;579;6;7974;5.4012;4.17088;0.78055;42;mcqdw
BPPC_5_0_3.txt_0.5.bz2;2995;8;211;6.28953;4.5549;0.726151;0;mcqdw
BPPC_6_0_5.txt_0.7.bz2;2640;7;256;5.73558;4.13294;0.72228;1;mcqdw
BPPC_8_0_7.txt_0.8.bz2;2545;6;9112;5.31816;4.07597;0.775106;43;mcqdw
BPPC_1_0_5.txt_0.6.bz2;633;7;1028;6.37748;4.88658;0.774635;5;mcqdw
BPPC_8_0_10.txt_0.7.bz2;3359;8;36048;6.71036;5.35664;0.807081;73;mcqdw
BPPC_8_0_5.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_3_0_3.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_2_0_2.txt_0.2.bz2;2106;24;124321572;19.871;18.2205;0.920924;187766;mcqdw
BPPC_1_0_10.txt_0.9.bz2;370;4;69;4.03772;2.62089;0.660397;2;mcqdw
BPPC_4_0_2.txt_0.7.bz2;914;9;478454;7.40326;6.1026;0.833416;818;mcqdw
BPPC_3_0_6.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_7_0_7.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_2_0_4.txt_0.8.bz2;495;5;1132;4.97799;3.64522;0.743031;8;mcqdw
BPPC_8_0_7.txt_0.9.bz2;2070;5;1125;4.4505;3.15603;0.71334;45;mcqdw
BPPC_2_0_9.txt_0.4.bz2;1262;15;273854;11.2236;9.68804;0.870894;325;mcqdw
BPPC_6_0_8.txt_0.8.bz2;2055;5;142;4.95267;3.42235;0.696053;2;mcqdw
BPPC_5_0_10.txt_0.1.bz2;8230;24;1710;13.9113;11.9666;0.831856;0;mcqdw
BPPC_3_0_8.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_4_0_7.txt_0.6.bz2;993;11;8764550;8.55148;7.17085;0.848417;13480;mcqdw
BPPC_5_0_1.txt_0.5.bz2;2828;8;205;6.35857;4.57676;0.720869;0;mcqdw
BPPC_2_0_4.txt_0.9.bz2;424;5;247;4.47433;3.1488;0.708229;9;mcqdw
BPPC_7_0_7.txt_0.2.bz2;9805;26;100811687;20.0873;18.4362;0.922005;157098;mcqdw
BPPC_5_0_1.txt_0.1.bz2;8307;24;1251;16.6626;14.6761;0.854971;0;mcqdw
BPPC_3_0_10.txt_0.8.bz2;543;6;9272;5.30387;4.05909;0.774013;43;mcqdw
BPPC_6_0_5.txt_0.1.bz2;12004;33;354098;26.0786;24.3297;0.933371;442;mcqdw
BPPC_3_0_5.txt_0.5.bz2;1133;12;2108125;9.90772;8.45339;0.862841;3118;mcqdw
BPPC_7_0_9.txt_0.7.bz2;3007;8;2866;6.30339;4.93954;0.791721;11;mcqdw
BPPC_1_0_3.txt_0.7.bz2;541;6;391;5.33968;3.77893;0.715277;1;mcqdw
BPPC_8_0_6.txt_0.6.bz2;4101;10;237871;8.10638;6.72119;0.839526;332;mcqdw
BPPC_7_0_10.txt_0.4.bz2;5539;13;314623;11.0522;9.50846;0.86919;356;mcqdw
BPPC_1_0_6.txt_0.4.bz2;944;11;5782;9.23424;7.65012;0.833061;4;mcqdw
BPPC_3_0_5.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_3_0_1.txt_0.6.bz2;935;10;220954;8.15641;6.77686;0.840648;322;mcqdw
BPPC_6_0_4.txt_0.2.bz2;7520;20;110938;16.1102;14.4372;0.900277;120;mcqdw
BPPC_8_0_3.txt_0.8.bz2;2495;6;9441;5.28878;4.03962;0.772992;44;mcqdw
BPPC_4_0_10.txt_0.6.bz2;1015;11;8389313;8.61609;7.23427;0.849327;13107;mcqdw
BPPC_4_0_7.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_8_0_10.txt_0.5.bz2;5145;12;2143132;9.90741;8.44746;0.862228;3142;mcqdw
BPPC_2_0_10.txt_0.6.bz2;763;9;12729;7.12747;5.69805;0.808864;19;mcqdw
BPPC_5_0_10.txt_0.8.bz2;1507;4;51;4.3312;2.63858;0.622058;0;mcqdw
BPPC_6_0_3.txt_0.3.bz2;5607;14;22924;12.0357;10.414;0.872468;24;mcqdw
BPPC_6_0_7.txt_0.4.bz2;4232;11;5566;9.57332;8.01113;0.844991;5;mcqdw
BPPC_3_0_3.txt_0.4.bz2;1390;15;33496617;12.492;10.9749;0.886713;56467;mcqdw
BPPC_6_0_6.txt_0.5.bz2;3682;9;1741;8.09814;6.55955;0.816794;2;mcqdw
BPPC_5_0_4.txt_0.8.bz2;1672;4;43;4.3944;2.70424;0.618526;0;mcqdw
BPPC_1_0_9.txt_0.2.bz2;1830;21;43953;17.6421;16.0102;0.91043;57;mcqdw
BPPC_2_0_10.txt_0.2.bz2;2119;26;122105058;19.7923;18.1478;0.921135;186707;mcqdw
BPPC_2_0_9.txt_0.3.bz2;1571;17;3363131;14.3521;12.7552;0.895208;4313;mcqdw
BPPC_7_0_8.txt_0.6.bz2;4141;10;7131;7.9384;6.51849;0.829083;15;mcqdw
BPPC_4_0_4.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_6_0_1.txt_0.4.bz2;4528;12;4891;9.8028;8.21572;0.844737;4;mcqdw
BPPC_8_0_2.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_2_0_10.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_3_0_8.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_8_0_8.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_1_0_7.txt_0.7.bz2;547;6;290;5.76658;4.26788;0.750835;1;mcqdw
BPPC_8_0_1.txt_0.8.bz2;2664;6;8528;5.37583;4.14134;0.779291;43;mcqdw
BPPC_8_0_4.txt_0.4.bz2;6467;16;30108933;12.7786;11.2614;0.889311;52655;mcqdw
BPPC_1_0_6.txt_0.3.bz2;1230;15;21196;11.3153;9.71093;0.862143;17;mcqdw
BPPC_8_0_8.txt_0.6.bz2;4329;10;262373;7.9501;6.54922;0.833977;337;mcqdw
BPPC_8_0_1.txt_0.7.bz2;3365;9;35110;6.71778;5.36564;0.80801;81;mcqdw
BPPC_7_0_4.txt_0.9.bz2;1899;4;273;4.35916;3.05479;0.702783;9;mcqdw
BPPC_8_0_8.txt_0.7.bz2;3326;8;38076;6.6172;5.26028;0.804302;73;mcqdw
BPPC_8_0_5.txt_0.5.bz2;5012;12;2286475;9.78905;8.32887;0.860595;3276;mcqdw
BPPC_2_0_3.txt_0.6.bz2;792;9;12398;7.14382;5.71618;0.809229;16;mcqdw
BPPC_5_0_9.txt_0.4.bz2;3867;10;292;8.09941;6.19393;0.752222;0;mcqdw
BPPC_6_0_6.txt_0.4.bz2;4331;10;6757;9.15965;7.58958;0.834525;5;mcqdw
BPPC_3_0_7.txt_0.6.bz2;938;10;230056;8.08365;6.69733;0.83847;326;mcqdw
BPPC_6_0_4.txt_0.5.bz2;3535;10;2290;7.58867;6.03369;0.803895;2;mcqdw
BPPC_5_0_8.txt_0.7.bz2;1968;5;92;4.72741;2.99288;0.639526;0;mcqdw
BPPC_5_0_2.txt_0.1.bz2;8180;21;2436;16.26;14.4068;0.871777;1;mcqdw
BPPC_1_0_9.txt_0.5.bz2;872;9;2622;7.26038;5.72299;0.794265;4;mcqdw
BPPC_2_0_9.txt_0.7.bz2;608;7;3945;5.95478;4.58387;0.7793;8;mcqdw
BPPC_5_0_6.txt_0.1.bz2;8614;24;1053;17.2837;15.27;0.86131;0;mcqdw
BPPC_5_0_9.txt_0.1.bz2;8063;22;790;17.3234;15.2422;0.863971;1;mcqdw
BPPC_4_0_8.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_8_0_4.txt_0.8.bz2;2538;6;9380;5.28386;4.03909;0.773517;45;mcqdw
BPPC_6_0_7.txt_0.2.bz2;7639;21;115599;15.9274;14.2366;0.8974;102;mcqdw
BPPC_3_0_9.txt_0.8.bz2;606;7;6772;5.53637;4.31072;0.786006;40;mcqdw
BPPC_4_0_10.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_4_0_10.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_7_0_3.txt_0.4.bz2;5405;13;369999;10.7863;9.2367;0.865323;394;mcqdw
BPPC_3_0_4.txt_0.6.bz2;919;10;241683;8.03005;6.64211;0.836999;325;mcqdw
BPPC_2_0_9.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_3_0_8.txt_0.4.bz2;1514;16;31908381;12.5323;11.0189;0.887272;54100;mcqdw
BPPC_5_0_4.txt_0.1.bz2;8214;23;1110;16.3383;14.3297;0.841958;0;mcqdw
BPPC_7_0_1.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_4_0_6.txt_0.5.bz2;1291;14;154470032;10.9438;9.51092;0.877765;307337;mcqdw
BPPC_8_0_8.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_6_0_4.txt_0.9.bz2;1540;4;69;4.0339;2.52444;0.6353;3;mcqdw
BPPC_4_0_8.txt_0.8.bz2;697;7;58060;6.0598;4.82699;0.801769;211;mcqdw
BPPC_4_0_1.txt_0.4.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_2_0_8.txt_0.4.bz2;1259;14;245281;11.4788;9.94405;0.874249;302;mcqdw
BPPC_5_0_8.txt_0.3.bz2;4294;12;454;9.40379;7.53923;0.793664;0;mcqdw
BPPC_5_0_2.txt_0.2.bz2;5920;16;862;12.0026;10.1598;0.831447;3;mcqdw
BPPC_7_0_9.txt_0.4.bz2;5472;14;299278;11.2417;9.69928;0.871305;349;mcqdw
BPPC_3_0_9.txt_0.9.bz2;445;5;1342;4.32389;3.02559;0.705347;41;mcqdw
BPPC_5_0_6.txt_0.6.bz2;2336;6;143;5.45634;3.62552;0.662815;0;mcqdw
BPPC_6_0_10.txt_0.2.bz2;7544;20;113663;15.9158;14.2638;0.899747;105;mcqdw
BPPC_6_0_1.txt_0.9.bz2;1488;4;64;4.06271;2.58095;0.650195;1;mcqdw
BPPC_8_0_8.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_5_0_8.txt_0.6.bz2;2620;6;110;5.56871;3.72839;0.662339;0;mcqdw
BPPC_6_0_1.txt_0.7.bz2;2469;6;492;5.16262;3.63936;0.715072;4;mcqdw
BPPC_2_0_2.txt_0.9.bz2;398;4;284;4.27823;2.89699;0.684868;9;mcqdw
BPPC_4_0_8.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_5_0_10.txt_0.3.bz2;4483;12;284;10.1276;8.18329;0.797167;0;mcqdw
BPPC_6_0_6.txt_0.6.bz2;2863;7;908;6.43352;4.9506;0.778891;1;mcqdw
BPPC_2_0_5.txt_0.9.bz2;388;4;365;4.03732;2.70434;0.671008;10;mcqdw
BPPC_6_0_8.txt_0.7.bz2;2491;6;403;5.39781;3.9297;0.737171;2;mcqdw
BPPC_4_0_2.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_6_0_2.txt_0.7.bz2;2202;6;518;5.16923;3.66787;0.719642;2;mcqdw
BPPC_4_0_10.txt_0.8.bz2;665;7;62485;5.95944;4.71822;0.796993;216;mcqdw
BPPC_1_0_8.txt_0.4.bz2;998;11;3880;9.56328;7.98455;0.837381;4;mcqdw
BPPC_6_0_5.txt_0.8.bz2;2013;5;158;4.7672;3.28924;0.697712;1;mcqdw
BPPC_3_0_6.txt_0.9.bz2;481;5;1166;4.428;3.13292;0.711296;39;mcqdw
BPPC_8_0_3.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_7_0_7.txt_0.7.bz2;2862;7;3466;6.06617;4.71133;0.785581;11;mcqdw
BPPC_6_0_7.txt_0.5.bz2;3610;9;1965;7.77225;6.22474;0.807727;2;mcqdw
BPPC_7_0_1.txt_0.5.bz2;4511;10;36839;9.34782;7.88736;0.853477;48;mcqdw
BPPC_3_0_6.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_1_0_8.txt_0.6.bz2;619;7;799;6.32966;4.83198;0.770046;1;mcqdw
BPPC_3_0_7.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_3_0_2.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_2_0_3.txt_0.4.bz2;1232;14;223061;11.6394;10.1191;0.8776;288;mcqdw
BPPC_5_0_3.txt_0.3.bz2;4419;12;679;9.44838;7.64468;0.801361;0;mcqdw
BPPC_3_0_4.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_8_0_7.txt_0.5.bz2;4966;13;2391367;9.74643;8.28258;0.859688;3367;mcqdw
BPPC_8_0_1.txt_0.9.bz2;2064;5;1249;4.38806;3.08848;0.709931;40;mcqdw
BPPC_6_0_6.txt_0.7.bz2;2267;6;476;5.22495;3.7266;0.725465;1;mcqdw
BPPC_4_0_4.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_2_0_4.txt_0.6.bz2;774;9;11146;7.26906;5.84028;0.811926;15;mcqdw
BPPC_7_0_1.txt_0.2.bz2;10119;25;57574297;20.6234;18.9703;0.923792;95155;mcqdw
BPPC_6_0_2.txt_0.2.bz2;7407;20;98459;16.0095;14.3593;0.900786;90;mcqdw
BPPC_1_0_2.txt_0.1.bz2;2527;32;773804;24.3868;22.6709;0.930922;899;mcqdw
BPPC_3_0_10.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_1_0_6.txt_0.1.bz2;2534;35;742417;25.1212;23.4205;0.933701;888;mcqdw
BPPC_8_0_9.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_4_0_1.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_7_0_2.txt_0.7.bz2;3088;7;2423;6.45948;5.12314;0.801737;10;mcqdw
BPPC_8_0_2.txt_0.7.bz2;3347;8;43176;6.44952;5.0921;0.799248;68;mcqdw
BPPC_4_0_9.txt_0.9.bz2;490;5;9798;4.32063;3.1442;0.73472;163;mcqdw
BPPC_5_0_8.txt_0.5.bz2;2737;7;176;6.43903;4.67625;0.737941;0;mcqdw
BPPC_4_0_8.txt_0.4.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_6_0_7.txt_0.3.bz2;5462;15;24927;11.8127;10.1717;0.867112;21;mcqdw
BPPC_6_0_9.txt_0.3.bz2;5546;14;26015;11.6233;9.99178;0.865669;20;mcqdw
BPPC_2_0_8.txt_0.8.bz2;527;6;1145;4.95991;3.59835;0.734359;8;mcqdw
BPPC_7_0_9.txt_0.5.bz2;4400;12;50495;8.9674;7.4858;0.844528;61;mcqdw
BPPC_5_0_6.txt_0.4.bz2;3511;9;441;7.13965;5.38204;0.754017;0;mcqdw
BPPC_7_0_9.txt_0.9.bz2;1740;4;359;4.15036;2.75022;0.668041;10;mcqdw
BPPC_6_0_9.txt_0.7.bz2;2334;6;403;5.39384;3.91594;0.738196;1;mcqdw
BPPC_3_0_6.txt_0.7.bz2;724;8;40560;6.51972;5.16125;0.801218;73;mcqdw
BPPC_2_0_1.txt_0.8.bz2;479;5;1265;4.83586;3.51575;0.737725;9;mcqdw
BPPC_6_0_10.txt_0.5.bz2;3457;9;2551;7.50491;5.94371;0.799162;2;mcqdw
BPPC_7_0_10.txt_0.5.bz2;4236;10;60798;8.70186;7.21668;0.839304;62;mcqdw
BPPC_8_0_9.txt_0.9.bz2;2060;5;1415;4.30511;3.01063;0.706905;40;mcqdw
BPPC_4_0_4.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_8_0_6.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_2_0_7.txt_0.4.bz2;1252;13;262937;11.2197;9.68986;0.871543;310;mcqdw
BPPC_4_0_10.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_3_0_6.txt_0.5.bz2;1123;12;2167565;9.87791;8.42085;0.861999;3176;mcqdw
