instance;weight;size;nodes;avg_cc;avg_min_k;avg_ratio;time;alg
BPPC_7_0_8.txt_0.6.bz2;4141;10;7131;7.9384;6.51849;0.829083;22;combo
BPPC_4_0_4.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_6_0_1.txt_0.4.bz2;4528;12;4891;9.8028;8.21572;0.844737;4;combo
BPPC_8_0_2.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_2_0_10.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_3_0_8.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_8_0_8.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_1_0_7.txt_0.7.bz2;547;6;290;5.76658;4.26788;0.750835;1;combo
BPPC_8_0_1.txt_0.8.bz2;2664;6;8528;5.37583;4.14134;0.779291;43;combo
BPPC_8_0_4.txt_0.4.bz2;6467;16;30108933;12.7786;11.2614;0.889311;53418;combo
BPPC_1_0_6.txt_0.3.bz2;1230;15;21196;11.3153;9.71093;0.862143;17;combo
BPPC_8_0_8.txt_0.6.bz2;4329;10;262373;7.9501;6.54922;0.833977;340;combo
BPPC_8_0_1.txt_0.7.bz2;3365;9;35110;6.71778;5.36564;0.80801;66;combo
BPPC_7_0_4.txt_0.9.bz2;1899;4;273;4.35916;3.05479;0.702783;8;combo
BPPC_8_0_8.txt_0.7.bz2;3326;8;38076;6.6172;5.26028;0.804302;68;combo
BPPC_8_0_5.txt_0.5.bz2;5012;12;2286475;9.78905;8.32887;0.860595;3364;combo
BPPC_2_0_3.txt_0.6.bz2;792;9;12398;7.14382;5.71618;0.809229;18;combo
BPPC_5_0_9.txt_0.4.bz2;3867;10;292;8.09941;6.19393;0.752222;0;combo
BPPC_6_0_6.txt_0.4.bz2;4331;10;6757;9.15965;7.58958;0.834525;5;combo
BPPC_3_0_7.txt_0.6.bz2;938;10;230056;8.08365;6.69733;0.83847;319;combo
BPPC_6_0_4.txt_0.5.bz2;3535;10;2290;7.58867;6.03369;0.803895;2;combo
BPPC_5_0_8.txt_0.7.bz2;1968;5;92;4.72741;2.99288;0.639526;0;combo
BPPC_5_0_2.txt_0.1.bz2;8180;21;2436;16.26;14.4068;0.871777;1;combo
BPPC_1_0_9.txt_0.5.bz2;872;9;2622;7.26038;5.72299;0.794265;2;combo
BPPC_2_0_9.txt_0.7.bz2;608;7;3945;5.95478;4.58387;0.7793;8;combo
BPPC_5_0_6.txt_0.1.bz2;8614;24;1053;17.2837;15.27;0.86131;0;combo
BPPC_5_0_9.txt_0.1.bz2;8063;22;790;17.3234;15.2422;0.863971;0;combo
BPPC_4_0_8.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_8_0_4.txt_0.8.bz2;2538;6;9380;5.28386;4.03909;0.773517;42;combo
BPPC_6_0_7.txt_0.2.bz2;7639;21;115599;15.9274;14.2366;0.8974;106;combo
BPPC_3_0_9.txt_0.8.bz2;606;7;6772;5.53637;4.31072;0.786006;43;combo
BPPC_4_0_10.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_4_0_10.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_7_0_3.txt_0.4.bz2;5405;13;369999;10.7863;9.2367;0.865323;415;combo
BPPC_3_0_4.txt_0.6.bz2;919;10;241683;8.03005;6.64211;0.836999;339;combo
BPPC_2_0_9.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_3_0_8.txt_0.4.bz2;1514;16;31908381;12.5323;11.0189;0.887272;54821;combo
BPPC_5_0_4.txt_0.1.bz2;8214;23;1110;16.3383;14.3297;0.841958;0;combo
BPPC_7_0_1.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_4_0_6.txt_0.5.bz2;1291;14;154470032;10.9438;9.51092;0.877765;310477;combo
BPPC_8_0_8.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_6_0_4.txt_0.9.bz2;1540;4;69;4.0339;2.52444;0.6353;2;combo
BPPC_4_0_8.txt_0.8.bz2;697;7;58060;6.0598;4.82699;0.801769;213;combo
BPPC_4_0_1.txt_0.4.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_2_0_8.txt_0.4.bz2;1259;14;245281;11.4788;9.94405;0.874249;318;combo
BPPC_5_0_8.txt_0.3.bz2;4294;12;454;9.40379;7.53923;0.793664;0;combo
BPPC_5_0_2.txt_0.2.bz2;5920;16;862;12.0026;10.1598;0.831447;0;combo
BPPC_7_0_9.txt_0.4.bz2;5472;14;299278;11.2417;9.69928;0.871305;363;combo
BPPC_3_0_9.txt_0.9.bz2;445;5;1342;4.32389;3.02559;0.705347;43;combo
BPPC_5_0_6.txt_0.6.bz2;2336;6;143;5.45634;3.62552;0.662815;0;combo
BPPC_6_0_10.txt_0.2.bz2;7544;20;113663;15.9158;14.2638;0.899747;108;combo
BPPC_6_0_1.txt_0.9.bz2;1488;4;64;4.06271;2.58095;0.650195;1;combo
BPPC_8_0_8.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_5_0_8.txt_0.6.bz2;2620;6;110;5.56871;3.72839;0.662339;0;combo
BPPC_6_0_1.txt_0.7.bz2;2469;6;492;5.16262;3.63936;0.715072;1;combo
BPPC_2_0_2.txt_0.9.bz2;398;4;284;4.27823;2.89699;0.684868;13;combo
BPPC_4_0_8.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_5_0_10.txt_0.3.bz2;4483;12;284;10.1276;8.18329;0.797167;0;combo
BPPC_6_0_6.txt_0.6.bz2;2863;7;908;6.43352;4.9506;0.778891;1;combo
BPPC_2_0_5.txt_0.9.bz2;388;4;365;4.03732;2.70434;0.671008;10;combo
BPPC_6_0_8.txt_0.7.bz2;2491;6;403;5.39781;3.9297;0.737171;1;combo
BPPC_4_0_2.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_6_0_2.txt_0.7.bz2;2202;6;518;5.16923;3.66787;0.719642;1;combo
BPPC_4_0_10.txt_0.8.bz2;665;7;62485;5.95944;4.71822;0.796993;216;combo
BPPC_1_0_8.txt_0.4.bz2;998;11;3880;9.56328;7.98455;0.837381;4;combo
BPPC_6_0_5.txt_0.8.bz2;2013;5;158;4.7672;3.28924;0.697712;1;combo
BPPC_3_0_6.txt_0.9.bz2;481;5;1166;4.428;3.13292;0.711296;40;combo
BPPC_8_0_3.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_7_0_7.txt_0.7.bz2;2862;7;3466;6.06617;4.71133;0.785581;7;combo
BPPC_6_0_7.txt_0.5.bz2;3610;9;1965;7.77225;6.22474;0.807727;2;combo
BPPC_7_0_1.txt_0.5.bz2;4511;10;36839;9.34782;7.88736;0.853477;48;combo
BPPC_3_0_6.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_1_0_8.txt_0.6.bz2;619;7;799;6.32966;4.83198;0.770046;1;combo
BPPC_3_0_7.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_3_0_2.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_2_0_3.txt_0.4.bz2;1232;14;223061;11.6394;10.1191;0.8776;299;combo
BPPC_5_0_3.txt_0.3.bz2;4419;12;679;9.44838;7.64468;0.801361;0;combo
BPPC_3_0_4.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_8_0_7.txt_0.5.bz2;4966;13;2391367;9.74643;8.28258;0.859688;3435;combo
BPPC_8_0_1.txt_0.9.bz2;2064;5;1249;4.38806;3.08848;0.709931;43;combo
BPPC_6_0_6.txt_0.7.bz2;2267;6;476;5.22495;3.7266;0.725465;2;combo
BPPC_4_0_4.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_2_0_4.txt_0.6.bz2;774;9;11146;7.26906;5.84028;0.811926;20;combo
BPPC_7_0_1.txt_0.2.bz2;10119;25;57574297;20.6234;18.9703;0.923792;97369;combo
BPPC_6_0_2.txt_0.2.bz2;7407;20;98459;16.0095;14.3593;0.900786;93;combo
BPPC_1_0_2.txt_0.1.bz2;2527;32;773804;24.3868;22.6709;0.930922;902;combo
BPPC_3_0_10.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_1_0_6.txt_0.1.bz2;2534;35;742417;25.1212;23.4205;0.933701;882;combo
BPPC_8_0_9.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_4_0_1.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_7_0_2.txt_0.7.bz2;3088;7;2423;6.45948;5.12314;0.801737;13;combo
BPPC_8_0_2.txt_0.7.bz2;3347;8;43176;6.44952;5.0921;0.799248;74;combo
BPPC_4_0_9.txt_0.9.bz2;490;5;9798;4.32063;3.1442;0.73472;164;combo
BPPC_5_0_8.txt_0.5.bz2;2737;7;176;6.43903;4.67625;0.737941;0;combo
BPPC_4_0_8.txt_0.4.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_6_0_7.txt_0.3.bz2;5462;15;24927;11.8127;10.1717;0.867112;21;combo
BPPC_6_0_9.txt_0.3.bz2;5546;14;26015;11.6233;9.99178;0.865669;22;combo
BPPC_2_0_8.txt_0.8.bz2;527;6;1145;4.95991;3.59835;0.734359;8;combo
BPPC_7_0_9.txt_0.5.bz2;4400;12;50495;8.9674;7.4858;0.844528;58;combo
BPPC_5_0_6.txt_0.4.bz2;3511;9;441;7.13965;5.38204;0.754017;0;combo
BPPC_7_0_9.txt_0.9.bz2;1740;4;359;4.15036;2.75022;0.668041;9;combo
BPPC_6_0_9.txt_0.7.bz2;2334;6;403;5.39384;3.91594;0.738196;1;combo
BPPC_3_0_6.txt_0.7.bz2;724;8;40560;6.51972;5.16125;0.801218;74;combo
BPPC_2_0_1.txt_0.8.bz2;479;5;1265;4.83586;3.51575;0.737725;15;combo
BPPC_6_0_10.txt_0.5.bz2;3457;9;2551;7.50491;5.94371;0.799162;5;combo
BPPC_7_0_10.txt_0.5.bz2;4236;10;60798;8.70186;7.21668;0.839304;69;combo
BPPC_8_0_9.txt_0.9.bz2;2060;5;1415;4.30511;3.01063;0.706905;56;combo
BPPC_4_0_4.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_8_0_6.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_2_0_7.txt_0.4.bz2;1252;13;262937;11.2197;9.68986;0.871543;324;combo
BPPC_4_0_10.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_3_0_6.txt_0.5.bz2;1123;12;2167565;9.87791;8.42085;0.861999;3243;combo
BPPC_2_0_5.txt_0.8.bz2;519;6;1029;4.99433;3.66039;0.742314;7;combo
BPPC_7_0_10.txt_0.3.bz2;7117;17;2617963;14.7431;13.1549;0.898674;3580;combo
BPPC_5_0_1.txt_0.6.bz2;2257;6;172;5.44423;3.69921;0.685668;0;combo
BPPC_2_0_3.txt_0.5.bz2;995;11;46173;8.97389;7.50503;0.845073;56;combo
BPPC_1_0_10.txt_0.8.bz2;430;5;210;4.45286;2.95665;0.668066;2;combo
BPPC_5_0_3.txt_0.7.bz2;1971;5;77;4.90602;3.18051;0.656386;0;combo
BPPC_4_0_9.txt_0.7.bz2;838;9;680200;7.06166;5.76504;0.826489;991;combo
BPPC_1_0_4.txt_0.9.bz2;334;4;85;3.90017;2.43651;0.634514;1;combo
BPPC_6_0_10.txt_0.8.bz2;2136;5;147;4.89705;3.40248;0.700482;1;combo
BPPC_4_0_9.txt_0.8.bz2;707;7;54925;6.1151;4.8862;0.804292;209;combo
BPPC_6_0_3.txt_0.7.bz2;2444;6;343;5.49353;3.8589;0.714952;1;combo
BPPC_3_0_9.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_7_0_7.txt_0.8.bz2;2267;5;1288;4.85793;3.51573;0.733022;9;combo
BPPC_2_0_8.txt_0.5.bz2;1000;10;42720;9.27541;7.80791;0.851599;56;combo
BPPC_4_0_6.txt_0.8.bz2;678;7;52052;6.22003;5.00882;0.810551;209;combo
BPPC_3_0_1.txt_0.7.bz2;727;8;35990;6.66051;5.31645;0.80687;70;combo
BPPC_7_0_10.txt_0.8.bz2;2328;6;1078;4.97534;3.63657;0.740406;7;combo
BPPC_5_0_2.txt_0.5.bz2;2883;8;218;6.37295;4.63145;0.726346;0;combo
BPPC_7_0_3.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_3_0_3.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_5_0_10.txt_0.2.bz2;5553;15;1358;11.3254;9.51639;0.83062;0;combo
BPPC_4_0_8.txt_0.5.bz2;1273;14;163440311;10.9124;9.47221;0.876922;322223;combo
BPPC_7_0_6.txt_0.4.bz2;5337;13;304451;11.1228;9.58367;0.870107;363;combo
BPPC_2_0_10.txt_0.5.bz2;913;11;72647;8.32799;6.85442;0.832653;72;combo
BPPC_1_0_7.txt_0.4.bz2;861;11;9460;8.76623;7.19128;0.827865;7;combo
BPPC_3_0_1.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_3_0_8.txt_0.7.bz2;726;8;38337;6.60893;5.25609;0.804724;73;combo
BPPC_7_0_4.txt_0.2.bz2;10219;25;65783333;20.7577;19.1122;0.924698;112373;combo
BPPC_6_0_10.txt_0.1.bz2;11992;32;641986;23.7755;22.051;0.927994;723;combo
BPPC_4_0_3.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_3_0_9.txt_0.4.bz2;1439;15;31501577;12.6156;11.1018;0.88778;54361;combo
BPPC_2_0_9.txt_0.6.bz2;772;9;11701;7.31588;5.87845;0.81353;17;combo
BPPC_5_0_2.txt_0.7.bz2;1956;5;114;4.42285;2.62139;0.604788;0;combo
BPPC_2_0_6.txt_0.9.bz2;403;4;315;4.13382;2.85184;0.694145;10;combo
BPPC_3_0_1.txt_0.5.bz2;1119;12;1954576;10.0392;8.58859;0.864886;3037;combo
BPPC_7_0_9.txt_0.3.bz2;7342;19;3521680;14.4049;12.802;0.895226;4578;combo
BPPC_4_0_5.txt_0.4.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_1_0_1.txt_0.6.bz2;623;7;1012;6.11562;4.62014;0.758321;1;combo
BPPC_7_0_8.txt_0.4.bz2;5308;14;349548;10.8554;9.3104;0.866331;400;combo
BPPC_1_0_4.txt_0.7.bz2;504;6;553;5.11643;3.61326;0.71545;1;combo
BPPC_3_0_2.txt_0.6.bz2;872;9;277668;7.87383;6.48325;0.833592;356;combo
BPPC_4_0_4.txt_0.9.bz2;500;5;9048;4.35105;3.17074;0.735409;165;combo
BPPC_5_0_1.txt_0.4.bz2;3675;9;332;7.4162;5.56272;0.738137;0;combo
BPPC_4_0_8.txt_0.6.bz2;1034;11;7430593;8.79665;7.41887;0.852817;12296;combo
BPPC_4_0_10.txt_0.7.bz2;830;9;683857;7.04244;5.74684;0.826009;996;combo
BPPC_5_0_4.txt_0.3.bz2;4455;12;629;9.42451;7.6416;0.807604;0;combo
BPPC_4_0_2.txt_0.5.bz2;1284;13;159870063;10.9155;9.48261;0.877575;319827;combo
BPPC_7_0_9.txt_0.8.bz2;2280;6;1155;4.85285;3.51816;0.733595;9;combo
BPPC_1_0_2.txt_0.7.bz2;544;6;320;5.58011;4.05916;0.73694;3;combo
BPPC_5_0_2.txt_0.3.bz2;4322;11;1400;8.19254;6.43248;0.780166;0;combo
BPPC_1_0_1.txt_0.7.bz2;563;6;407;5.34098;3.79463;0.715547;2;combo
BPPC_7_0_10.txt_0.7.bz2;2851;7;3510;6.0723;4.69529;0.78405;12;combo
BPPC_5_0_6.txt_0.5.bz2;2823;7;200;6.60008;4.86207;0.742275;0;combo
BPPC_4_0_5.txt_0.7.bz2;851;9;695402;7.02906;5.73136;0.8254;1004;combo
BPPC_5_0_8.txt_0.8.bz2;1454;4;51;4.06407;2.47066;0.619677;0;combo
BPPC_2_0_1.txt_0.9.bz2;410;4;278;4.37257;2.98953;0.688031;6;combo
BPPC_4_0_6.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_4_0_5.txt_0.9.bz2;499;5;8650;4.39062;3.20872;0.737661;164;combo
BPPC_8_0_2.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_1_0_8.txt_0.9.bz2;284;3;99;3.82195;2.525;0.670374;1;combo
BPPC_1_0_5.txt_0.9.bz2;334;4;66;4.12169;2.64205;0.654348;1;combo
BPPC_1_0_1.txt_0.5.bz2;744;8;2193;7.66871;6.14121;0.807972;3;combo
BPPC_5_0_7.txt_0.4.bz2;3492;9;360;7.454;5.66726;0.752782;0;combo
BPPC_1_0_1.txt_0.9.bz2;325;4;98;3.78674;2.25426;0.605966;2;combo
BPPC_5_0_5.txt_0.4.bz2;3477;9;314;7.77756;6.0435;0.774924;0;combo
BPPC_3_0_10.txt_0.6.bz2;936;10;228901;8.0845;6.70268;0.838748;316;combo
BPPC_5_0_9.txt_0.9.bz2;1352;3;39;3.63278;1.80332;0.519702;0;combo
BPPC_8_0_9.txt_0.5.bz2;5021;13;2462920;9.74448;8.27871;0.859401;3539;combo
BPPC_6_0_9.txt_0.1.bz2;12473;34;121208;27.4465;25.7463;0.938095;173;combo
BPPC_8_0_8.txt_0.4.bz2;6519;17;31533851;12.7135;11.1939;0.888538;55105;combo
BPPC_6_0_5.txt_0.2.bz2;7626;19;141507;15.9275;14.2463;0.898753;131;combo
BPPC_2_0_6.txt_0.8.bz2;503;5;996;5.05628;3.71867;0.746264;10;combo
BPPC_3_0_5.txt_0.6.bz2;913;10;223559;8.16748;6.78589;0.841101;316;combo
BPPC_1_0_7.txt_0.6.bz2;627;7;839;6.36733;4.89243;0.773783;1;combo
BPPC_1_0_7.txt_0.8.bz2;404;5;185;4.64715;3.18115;0.693226;1;combo
BPPC_2_0_3.txt_0.8.bz2;527;6;1028;5.04295;3.68294;0.739398;13;combo
BPPC_6_0_4.txt_0.8.bz2;1862;5;176;4.722;3.21271;0.688984;1;combo
BPPC_2_0_8.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_6_0_10.txt_0.9.bz2;1600;4;62;4.17108;2.7478;0.669391;3;combo
BPPC_2_0_1.txt_0.5.bz2;933;11;58757;8.83064;7.35551;0.843022;66;combo
BPPC_6_0_4.txt_0.1.bz2;11738;31;214688;26.3682;24.6578;0.936737;317;combo
BPPC_8_0_4.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_4_0_3.txt_0.4.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_2_0_7.txt_0.8.bz2;498;6;1240;4.84377;3.52168;0.736533;10;combo
BPPC_6_0_2.txt_0.6.bz2;2820;8;826;6.55123;5.06306;0.78227;1;combo
BPPC_2_0_5.txt_0.5.bz2;940;11;62387;8.68245;7.20016;0.838817;70;combo
BPPC_6_0_3.txt_0.8.bz2;1853;4;233;4.49397;3.01591;0.679198;1;combo
BPPC_6_0_3.txt_0.9.bz2;1478;3;75;4.07532;2.466;0.627;1;combo
BPPC_4_0_9.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_3_0_5.txt_0.4.bz2;1429;16;35946990;12.3636;10.8484;0.885497;59677;combo
BPPC_8_0_9.txt_0.7.bz2;3301;8;38272;6.61425;5.25518;0.80398;73;combo
BPPC_6_0_2.txt_0.3.bz2;5653;16;20728;11.731;10.1077;0.866339;18;combo
BPPC_2_0_3.txt_0.9.bz2;391;4;255;4.43927;3.07984;0.69812;7;combo
BPPC_1_0_4.txt_0.6.bz2;609;7;1138;6.11807;4.632;0.764601;1;combo
BPPC_4_0_7.txt_0.4.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_7_0_7.txt_0.6.bz2;3473;8;12463;7.24155;5.80803;0.812783;18;combo
BPPC_3_0_10.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_7_0_8.txt_0.7.bz2;3188;8;2921;6.22612;4.86112;0.788843;9;combo
BPPC_7_0_4.txt_0.5.bz2;4550;10;50916;8.92186;7.44386;0.84397;59;combo
BPPC_8_0_8.txt_0.9.bz2;2167;5;978;4.57284;3.27949;0.720155;38;combo
BPPC_6_0_10.txt_0.4.bz2;4439;11;6539;9.33427;7.7632;0.839223;5;combo
BPPC_1_0_2.txt_0.6.bz2;648;6;1009;6.2227;4.70617;0.761162;3;combo
BPPC_8_0_6.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_7_0_10.txt_0.9.bz2;1783;4;244;4.44603;3.17689;0.717937;10;combo
BPPC_1_0_2.txt_0.4.bz2;942;12;5619;9.49935;7.93565;0.843444;5;combo
BPPC_3_0_6.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_7_0_4.txt_0.3.bz2;7068;18;3714016;14.1428;12.5454;0.893634;4660;combo
BPPC_6_0_6.txt_0.8.bz2;2105;5;170;4.70974;3.10724;0.664123;2;combo
BPPC_8_0_1.txt_0.5.bz2;5063;12;2257240;9.79512;8.33833;0.860937;3355;combo
BPPC_7_0_8.txt_0.5.bz2;4442;10;52402;8.91986;7.44213;0.844068;59;combo
BPPC_1_0_10.txt_0.3.bz2;1129;14;28065;11.4714;9.85731;0.865498;23;combo
BPPC_8_0_2.txt_0.8.bz2;2658;6;8004;5.43624;4.21171;0.783536;43;combo
BPPC_1_0_7.txt_0.2.bz2;1597;20;180755;15.5722;13.9105;0.896956;158;combo
BPPC_5_0_10.txt_0.9.bz2;1189;3;43;3.6191;1.9371;0.560872;0;combo
BPPC_1_0_3.txt_0.6.bz2;563;7;1288;5.92215;4.45842;0.760144;1;combo
BPPC_8_0_2.txt_0.4.bz2;6488;16;34813806;12.5204;11.0017;0.886749;59465;combo
BPPC_2_0_5.txt_0.2.bz2;2176;26;52894591;21.2147;19.5678;0.92642;94057;combo
BPPC_8_0_1.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_4_0_6.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_4_0_7.txt_0.5.bz2;1273;14;149281845;11.0274;9.59365;0.87872;304229;combo
BPPC_1_0_7.txt_0.3.bz2;1228;14;22018;11.9491;10.3395;0.870906;18;combo
BPPC_8_0_9.txt_0.6.bz2;3942;10;288358;7.85196;6.45204;0.832294;370;combo
BPPC_1_0_8.txt_0.3.bz2;1269;16;14000;12.4605;10.851;0.875012;13;combo
BPPC_3_0_6.txt_0.6.bz2;902;9;245683;8.01612;6.62835;0.836972;333;combo
BPPC_1_0_9.txt_0.4.bz2;1035;12;4298;9.94996;8.39042;0.848854;4;combo
BPPC_8_0_2.txt_0.6.bz2;4125;9;245631;8.09383;6.70462;0.838657;337;combo
BPPC_2_0_2.txt_0.6.bz2;776;8;12522;7.20138;5.77089;0.809772;17;combo
BPPC_2_0_2.txt_0.4.bz2;1208;14;294312;11.2894;9.76199;0.872995;358;combo
BPPC_1_0_6.txt_0.8.bz2;449;5;142;4.91851;3.20875;0.66438;1;combo
BPPC_8_0_10.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_2_0_10.txt_0.3.bz2;1523;17;3807889;14.1338;12.5478;0.894294;4862;combo
BPPC_3_0_10.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_2_0_7.txt_0.9.bz2;396;4;292;4.20982;2.8892;0.687876;13;combo
BPPC_2_0_7.txt_0.5.bz2;961;10;48362;9.08722;7.62037;0.848243;59;combo
BPPC_1_0_3.txt_0.2.bz2;1593;20;107439;15.8658;14.1986;0.898614;101;combo
BPPC_5_0_10.txt_0.5.bz2;3088;8;131;6.51255;4.53252;0.685665;0;combo
BPPC_4_0_2.txt_0.6.bz2;1013;11;8849033;8.53089;7.14818;0.847666;13661;combo
BPPC_4_0_2.txt_0.4.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_2_0_6.txt_0.3.bz2;1492;19;4066877;14.1289;12.5377;0.893941;5146;combo
BPPC_6_0_1.txt_0.8.bz2;1869;4;187;4.67199;3.14662;0.685718;1;combo
BPPC_5_0_4.txt_0.6.bz2;2468;6;121;5.71636;3.89536;0.683411;0;combo
BPPC_7_0_3.txt_0.5.bz2;4325;11;58805;8.74451;7.25486;0.839604;63;combo
BPPC_4_0_4.txt_0.6.bz2;1054;12;7494192;8.7625;7.38307;0.851911;12276;combo
BPPC_3_0_2.txt_0.8.bz2;622;6;7274;5.45203;4.20974;0.779507;41;combo
BPPC_6_0_6.txt_0.1.bz2;11921;33;283079;26.2576;24.5221;0.934668;381;combo
BPPC_5_0_2.txt_0.4.bz2;3458;9;304;7.43412;5.70194;0.756321;0;combo
BPPC_8_0_7.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_2_0_10.txt_0.9.bz2;422;4;253;4.41475;3.12836;0.712976;10;combo
BPPC_3_0_8.txt_0.5.bz2;1123;12;2007598;10.0229;8.57129;0.864648;3067;combo
BPPC_2_0_7.txt_0.7.bz2;670;7;2621;6.35785;5.02929;0.79899;10;combo
BPPC_4_0_5.txt_0.8.bz2;665;7;57990;6.08087;4.85201;0.803383;213;combo
BPPC_2_0_10.txt_0.7.bz2;625;6;4005;5.89053;4.52115;0.776038;12;combo
BPPC_3_0_5.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_6_0_3.txt_0.6.bz2;3224;8;539;6.99127;5.43799;0.780825;1;combo
BPPC_8_0_7.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_2_0_9.txt_0.9.bz2;396;4;228;4.52412;3.29008;0.728874;12;combo
BPPC_6_0_5.txt_0.4.bz2;4404;11;6005;9.58432;8.01109;0.843084;6;combo
BPPC_5_0_7.txt_0.2.bz2;6036;16;558;11.9306;9.94242;0.800101;0;combo
BPPC_4_0_2.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_1_0_5.txt_0.1.bz2;2591;33;255718;26.1107;24.3804;0.933872;331;combo
BPPC_4_0_9.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_6_0_1.txt_0.3.bz2;5612;15;16847;12.3561;10.737;0.874881;16;combo
BPPC_2_0_4.txt_0.7.bz2;649;8;3253;6.16114;4.81543;0.791266;11;combo
BPPC_1_0_3.txt_0.4.bz2;941;10;6824;9.22015;7.64001;0.832928;5;combo
BPPC_3_0_10.txt_0.5.bz2;1106;12;2229366;9.86579;8.40982;0.861973;3303;combo
BPPC_2_0_6.txt_0.2.bz2;2118;25;99215491;20.1264;18.486;0.922513;157554;combo
BPPC_5_0_10.txt_0.7.bz2;2018;6;68;4.966;3.0697;0.622839;0;combo
BPPC_5_0_1.txt_0.3.bz2;4357;12;684;9.19448;7.39159;0.792734;1;combo
BPPC_2_0_4.txt_0.5.bz2;998;12;39601;9.11355;7.64323;0.846482;57;combo
BPPC_4_0_1.txt_0.5.bz2;1278;14;154996822;10.9493;9.51444;0.877742;311554;combo
BPPC_3_0_3.txt_0.6.bz2;943;10;197697;8.27076;6.89531;0.843134;299;combo
BPPC_4_0_6.txt_0.4.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_6_0_10.txt_0.3.bz2;5565;14;24626;11.4414;9.81775;0.863299;21;combo
BPPC_8_0_10.txt_0.4.bz2;6336;16;36406657;12.3773;10.8541;0.88513;60810;combo
