instance;size;weight;valid;
c_BPPC_3_0_1.txt_0.7;8;727;1;
c_BPPC_8_0_1.txt_0.4;15;6520;1;
c_BPPC_2_0_1.txt_0.1;0;0;0;
c_BPPC_1_0_6.txt_0.7;6;500;1;
c_BPPC_8_0_3.txt_0.8;6;2495;1;
c_BPPC_4_0_6.txt_0.9;5;494;1;
c_BPPC_4_0_10.txt_0.4;0;0;0;
c_BPPC_5_0_5.txt_0.1;22;7776;1;
c_BPPC_6_0_5.txt_0.2;19;7626;1;
c_BPPC_6_0_7.txt_0.5;9;3610;1;
c_BPPC_1_0_5.txt_0.4;11;981;1;
c_BPPC_6_0_5.txt_0.5;9;3709;1;
c_BPPC_1_0_5.txt_0.5;9;787;1;
c_BPPC_5_0_3.txt_0.4;9;3491;1;
c_BPPC_8_0_2.txt_0.8;6;2658;1;
c_BPPC_2_0_10.txt_0.9;4;422;1;
c_BPPC_6_0_8.txt_0.3;15;5707;1;
c_BPPC_5_0_4.txt_0.6;6;2468;1;
c_BPPC_8_0_4.txt_0.2;0;0;0;
c_BPPC_5_0_3.txt_0.8;4;1656;1;
c_BPPC_5_0_6.txt_0.1;24;8614;1;
c_BPPC_7_0_3.txt_0.4;13;5405;1;
c_BPPC_1_0_7.txt_0.8;5;404;1;
c_BPPC_7_0_5.txt_0.8;6;2326;1;
c_BPPC_6_0_2.txt_0.9;4;1529;1;
c_BPPC_4_0_5.txt_0.7;9;851;1;
c_BPPC_2_0_6.txt_0.7;7;656;1;
c_BPPC_8_0_7.txt_0.1;0;0;0;
c_BPPC_6_0_6.txt_0.9;4;1642;1;
c_BPPC_2_0_5.txt_0.9;4;388;1;
c_BPPC_7_0_1.txt_0.6;9;3542;1;
c_BPPC_7_0_6.txt_0.1;0;0;0;
c_BPPC_3_0_7.txt_0.8;6;572;1;
c_BPPC_5_0_6.txt_0.4;9;3511;1;
c_BPPC_4_0_8.txt_0.1;0;0;0;
c_BPPC_2_0_5.txt_0.5;11;940;1;
c_BPPC_7_0_5.txt_0.6;8;3465;1;
c_BPPC_1_0_2.txt_0.8;5;448;1;
c_BPPC_6_0_1.txt_0.2;21;7404;1;
c_BPPC_6_0_8.txt_0.6;7;3105;1;
c_BPPC_1_0_2.txt_0.7;6;544;1;
c_BPPC_1_0_7.txt_0.1;31;2540;1;
c_BPPC_4_0_7.txt_0.9;5;520;1;
c_BPPC_6_0_5.txt_0.1;33;12004;1;
c_BPPC_3_0_4.txt_0.9;5;453;1;
c_BPPC_8_0_5.txt_0.1;0;0;0;
c_BPPC_3_0_1.txt_0.6;10;935;1;
c_BPPC_5_0_7.txt_0.6;6;2495;1;
c_BPPC_6_0_6.txt_0.4;10;4331;1;
c_BPPC_1_0_1.txt_0.7;6;563;1;
c_BPPC_7_0_1.txt_0.2;0;0;0;
c_BPPC_6_0_3.txt_0.8;4;1853;1;
c_BPPC_8_0_1.txt_0.3;0;0;0;
c_BPPC_8_0_10.txt_0.8;6;2567;1;
c_BPPC_7_0_5.txt_0.9;4;1805;1;
c_BPPC_8_0_5.txt_0.4;16;6348;1;
c_BPPC_4_0_9.txt_0.7;9;838;1;
c_BPPC_1_0_1.txt_0.4;11;947;1;
c_BPPC_7_0_10.txt_0.8;6;2328;1;
c_BPPC_2_0_2.txt_0.9;4;398;1;
c_BPPC_8_0_3.txt_0.6;10;4123;1;
c_BPPC_3_0_8.txt_0.4;16;1514;1;
c_BPPC_6_0_7.txt_0.4;11;4232;1;
c_BPPC_1_0_7.txt_0.2;20;1597;1;
c_BPPC_3_0_10.txt_0.4;15;1386;1;
c_BPPC_5_0_4.txt_0.2;17;6262;1;
c_BPPC_1_0_3.txt_0.8;4;412;1;
c_BPPC_1_0_4.txt_0.8;5;496;1;
c_BPPC_6_0_5.txt_0.3;14;5560;1;
c_BPPC_8_0_8.txt_0.7;8;3326;1;
c_BPPC_3_0_9.txt_0.6;9;850;1;
c_BPPC_2_0_7.txt_0.3;17;1517;1;
c_BPPC_8_0_6.txt_0.8;7;2772;1;
c_BPPC_4_0_1.txt_0.5;0;0;0;
c_BPPC_3_0_8.txt_0.9;5;443;1;
c_BPPC_1_0_1.txt_0.8;5;423;1;
c_BPPC_2_0_10.txt_0.1;0;0;0;
c_BPPC_1_0_6.txt_0.8;5;449;1;
c_BPPC_5_0_6.txt_0.2;15;5498;1;
c_BPPC_6_0_4.txt_0.1;31;11738;1;
c_BPPC_7_0_8.txt_0.8;5;2382;1;
c_BPPC_2_0_10.txt_0.3;17;1523;1;
c_BPPC_1_0_1.txt_0.3;15;1211;1;
c_BPPC_8_0_10.txt_0.6;10;4026;1;
c_BPPC_6_0_1.txt_0.8;4;1869;1;
c_BPPC_4_0_3.txt_0.1;0;0;0;
c_BPPC_5_0_2.txt_0.4;9;3458;1;
c_BPPC_5_0_4.txt_0.4;9;3350;1;
c_BPPC_8_0_5.txt_0.9;5;2163;1;
c_BPPC_7_0_4.txt_0.2;0;0;0;
c_BPPC_6_0_3.txt_0.6;8;3224;1;
c_BPPC_2_0_8.txt_0.3;19;1660;1;
c_BPPC_7_0_6.txt_0.4;13;5337;1;
c_BPPC_8_0_1.txt_0.5;12;5063;1;
c_BPPC_6_0_5.txt_0.6;8;3116;1;
c_BPPC_1_0_4.txt_0.3;13;1283;1;
c_BPPC_6_0_6.txt_0.3;14;5563;1;
c_BPPC_8_0_10.txt_0.2;0;0;0;
c_BPPC_4_0_4.txt_0.8;7;662;1;
c_BPPC_6_0_7.txt_0.7;6;2282;1;
c_BPPC_5_0_7.txt_0.7;5;1938;1;
c_BPPC_8_0_10.txt_0.5;12;5145;1;
c_BPPC_2_0_3.txt_0.1;0;0;0;
c_BPPC_8_0_5.txt_0.8;6;2602;1;
c_BPPC_7_0_7.txt_0.6;8;3473;1;
c_BPPC_2_0_6.txt_0.1;0;0;0;
c_BPPC_1_0_8.txt_0.7;5;499;1;
c_BPPC_1_0_1.txt_0.9;4;325;1;
c_BPPC_4_0_5.txt_0.9;5;499;1;
c_BPPC_4_0_10.txt_0.7;9;830;1;
c_BPPC_7_0_7.txt_0.5;11;4585;1;
c_BPPC_4_0_1.txt_0.9;5;504;1;
c_BPPC_5_0_6.txt_0.8;4;1651;1;
c_BPPC_7_0_3.txt_0.1;0;0;0;
c_BPPC_8_0_5.txt_0.7;8;3256;1;
c_BPPC_7_0_6.txt_0.5;10;4261;1;
c_BPPC_6_0_1.txt_0.3;15;5612;1;
c_BPPC_5_0_5.txt_0.9;3;1298;1;
c_BPPC_5_0_10.txt_0.3;12;4483;1;
c_BPPC_8_0_8.txt_0.2;0;0;0;
c_BPPC_8_0_6.txt_0.6;10;4101;1;
c_BPPC_8_0_9.txt_0.7;8;3301;1;
c_BPPC_1_0_3.txt_0.5;10;825;1;
c_BPPC_4_0_6.txt_0.3;0;0;0;
c_BPPC_5_0_10.txt_0.8;4;1507;1;
c_BPPC_5_0_2.txt_0.9;4;1393;1;
c_BPPC_6_0_2.txt_0.2;20;7407;1;
c_BPPC_3_0_6.txt_0.2;0;0;0;
c_BPPC_6_0_9.txt_0.2;20;7452;1;
c_BPPC_8_0_4.txt_0.4;16;6467;1;
c_BPPC_4_0_8.txt_0.8;7;697;1;
c_BPPC_1_0_2.txt_0.4;12;942;1;
c_BPPC_8_0_2.txt_0.1;0;0;0;
c_BPPC_7_0_3.txt_0.5;11;4325;1;
c_BPPC_5_0_9.txt_0.8;4;1811;1;
c_BPPC_6_0_9.txt_0.9;4;1569;1;
c_BPPC_7_0_3.txt_0.7;7;2838;1;
c_BPPC_5_0_9.txt_0.5;8;3015;1;
c_BPPC_5_0_1.txt_0.4;9;3675;1;
c_BPPC_6_0_8.txt_0.2;20;7903;1;
c_BPPC_7_0_2.txt_0.8;6;2286;1;
c_BPPC_3_0_1.txt_0.8;6;562;1;
c_BPPC_2_0_1.txt_0.4;14;1128;1;
c_BPPC_4_0_2.txt_0.2;0;0;0;
c_BPPC_6_0_7.txt_0.9;4;1475;1;
c_BPPC_4_0_1.txt_0.3;0;0;0;
c_BPPC_3_0_1.txt_0.5;12;1119;1;
c_BPPC_2_0_2.txt_0.2;0;0;0;
c_BPPC_5_0_9.txt_0.3;12;4280;1;
c_BPPC_3_0_10.txt_0.1;0;0;0;
c_BPPC_1_0_6.txt_0.6;6;611;1;
c_BPPC_5_0_10.txt_0.5;8;3088;1;
c_BPPC_3_0_10.txt_0.8;6;543;1;
c_BPPC_8_0_7.txt_0.3;0;0;0;
c_BPPC_8_0_2.txt_0.9;5;2031;1;
c_BPPC_8_0_4.txt_0.8;6;2538;1;
c_BPPC_8_0_10.txt_0.4;16;6336;1;
c_BPPC_4_0_1.txt_0.1;0;0;0;
c_BPPC_1_0_5.txt_0.3;14;1291;1;
c_BPPC_6_0_7.txt_0.1;32;12422;1;
c_BPPC_7_0_10.txt_0.1;0;0;0;
c_BPPC_1_0_5.txt_0.1;33;2591;1;
c_BPPC_5_0_1.txt_0.9;3;1267;1;
c_BPPC_7_0_3.txt_0.6;9;3570;1;
c_BPPC_4_0_5.txt_0.4;0;0;0;
c_BPPC_6_0_6.txt_0.6;7;2863;1;
c_BPPC_5_0_5.txt_0.5;7;2815;1;
c_BPPC_1_0_9.txt_0.8;5;433;1;
c_BPPC_7_0_9.txt_0.2;0;0;0;
c_BPPC_5_0_8.txt_0.1;23;8225;1;
c_BPPC_5_0_10.txt_0.7;6;2018;1;
c_BPPC_6_0_5.txt_0.8;5;2013;1;
c_BPPC_3_0_2.txt_0.4;15;1404;1;
c_BPPC_8_0_9.txt_0.9;5;2060;1;
c_BPPC_2_0_3.txt_0.8;6;527;1;
c_BPPC_2_0_1.txt_0.9;4;410;1;
c_BPPC_6_0_9.txt_0.4;10;4352;1;
c_BPPC_8_0_5.txt_0.6;10;4106;1;
c_BPPC_6_0_3.txt_0.3;14;5607;1;
c_BPPC_8_0_4.txt_0.3;0;0;0;
c_BPPC_3_0_7.txt_0.1;0;0;0;
c_BPPC_4_0_2.txt_0.9;5;497;1;
c_BPPC_4_0_2.txt_0.1;0;0;0;
c_BPPC_7_0_10.txt_0.7;7;2851;1;
c_BPPC_1_0_9.txt_0.7;6;541;1;
c_BPPC_2_0_1.txt_0.2;0;0;0;
c_BPPC_2_0_3.txt_0.9;4;391;1;
c_BPPC_8_0_6.txt_0.1;0;0;0;
c_BPPC_6_0_6.txt_0.7;6;2267;1;
c_BPPC_6_0_7.txt_0.8;5;1914;1;
c_BPPC_1_0_10.txt_0.7;6;534;1;
c_BPPC_5_0_7.txt_0.5;8;2839;1;
c_BPPC_8_0_1.txt_0.9;5;2064;1;
c_BPPC_6_0_2.txt_0.5;10;3424;1;
c_BPPC_7_0_3.txt_0.3;20;7694;1;
c_BPPC_2_0_10.txt_0.4;14;1191;1;
c_BPPC_2_0_2.txt_0.7;8;693;1;
c_BPPC_4_0_10.txt_0.1;0;0;0;
c_BPPC_1_0_9.txt_0.3;14;1212;1;
c_BPPC_2_0_6.txt_0.8;5;503;1;
c_BPPC_6_0_7.txt_0.6;7;2968;1;
c_BPPC_1_0_4.txt_0.2;19;1697;1;
c_BPPC_7_0_4.txt_0.3;18;7068;1;
c_BPPC_6_0_8.txt_0.1;32;11501;1;
c_BPPC_3_0_9.txt_0.4;15;1439;1;
c_BPPC_2_0_3.txt_0.4;14;1232;1;
c_BPPC_5_0_1.txt_0.6;6;2257;1;
c_BPPC_7_0_10.txt_0.5;10;4236;1;
c_BPPC_8_0_3.txt_0.4;17;6542;1;
c_BPPC_3_0_2.txt_0.7;8;705;1;
c_BPPC_6_0_2.txt_0.4;11;4331;1;
c_BPPC_4_0_5.txt_0.3;0;0;0;
c_BPPC_5_0_7.txt_0.3;12;4566;1;
