instance;size;weight;valid;
c_BPPC_3_0_6.txt_0.4.dimacs;0;0;0;
c_BPPC_6_0_5.txt_0.2.dimacs;19;7626;1;
c_BPPC_6_0_3.txt_0.5.dimacs;9;3688;1;
c_BPPC_7_0_2.txt_0.2.dimacs;0;0;0;
c_BPPC_4_0_3.txt_0.4.dimacs;0;0;0;
c_BPPC_5_0_10.txt_0.7.dimacs;6;2018;1;
c_BPPC_2_0_10.txt_0.9.dimacs;4;422;1;
c_BPPC_8_0_1.txt_0.5.dimacs;12;5063;1;
c_BPPC_8_0_3.txt_0.7.dimacs;8;3370;1;
c_BPPC_7_0_8.txt_0.1.dimacs;0;0;0;
c_BPPC_6_0_10.txt_0.5.dimacs;9;3457;1;
c_BPPC_7_0_5.txt_0.2.dimacs;0;0;0;
c_BPPC_5_0_3.txt_0.9.dimacs;3;1314;1;
c_BPPC_6_0_10.txt_0.1.dimacs;32;11992;1;
c_BPPC_4_0_4.txt_0.7.dimacs;9;850;1;
c_BPPC_2_0_6.txt_0.7.dimacs;7;656;1;
c_BPPC_7_0_1.txt_0.1.dimacs;0;0;0;
c_BPPC_1_0_2.txt_0.9.dimacs;3;301;1;
c_BPPC_5_0_4.txt_0.5.dimacs;7;2711;1;
c_BPPC_8_0_7.txt_0.2.dimacs;0;0;0;
c_BPPC_3_0_1.txt_0.1.dimacs;0;0;0;
c_BPPC_4_0_7.txt_0.3.dimacs;0;0;0;
c_BPPC_3_0_10.txt_0.4.dimacs;0;0;0;
c_BPPC_3_0_2.txt_0.1.dimacs;0;0;0;
c_BPPC_4_0_2.txt_0.4.dimacs;0;0;0;
c_BPPC_2_0_9.txt_0.8.dimacs;6;530;1;
c_BPPC_7_0_1.txt_0.4.dimacs;14;5485;1;
c_BPPC_8_0_2.txt_0.9.dimacs;5;2031;1;
c_BPPC_3_0_7.txt_0.8.dimacs;6;572;1;
c_BPPC_4_0_1.txt_0.3.dimacs;0;0;0;
c_BPPC_3_0_7.txt_0.2.dimacs;0;0;0;
c_BPPC_3_0_5.txt_0.5.dimacs;12;1133;1;
c_BPPC_6_0_7.txt_0.8.dimacs;5;1914;1;
c_BPPC_2_0_3.txt_0.2.dimacs;0;0;0;
c_BPPC_4_0_8.txt_0.1.dimacs;0;0;0;
c_BPPC_7_0_10.txt_0.8.dimacs;6;2328;1;
c_BPPC_8_0_2.txt_0.2.dimacs;0;0;0;
c_BPPC_1_0_7.txt_0.5.dimacs;9;762;1;
c_BPPC_6_0_9.txt_0.4.dimacs;10;4352;1;
c_BPPC_8_0_4.txt_0.6.dimacs;9;4025;1;
c_BPPC_4_0_1.txt_0.2.dimacs;0;0;0;
c_BPPC_6_0_5.txt_0.7.dimacs;7;2640;1;
c_BPPC_2_0_8.txt_0.3.dimacs;19;1660;1;
c_BPPC_6_0_6.txt_0.2.dimacs;21;7829;1;
c_BPPC_3_0_1.txt_0.7.dimacs;8;727;1;
c_BPPC_3_0_10.txt_0.1.dimacs;0;0;0;
c_BPPC_8_0_2.txt_0.1.dimacs;0;0;0;
c_BPPC_6_0_4.txt_0.9.dimacs;4;1540;1;
c_BPPC_5_0_1.txt_0.5.dimacs;8;2828;1;
c_BPPC_5_0_2.txt_0.7.dimacs;5;1956;1;
c_BPPC_1_0_7.txt_0.2.dimacs;20;1597;1;
c_BPPC_1_0_10.txt_0.3.dimacs;14;1129;1;
c_BPPC_7_0_10.txt_0.1.dimacs;0;0;0;
c_BPPC_7_0_6.txt_0.9.dimacs;4;1703;1;
c_BPPC_1_0_2.txt_0.4.dimacs;12;942;1;
c_BPPC_1_0_5.txt_0.1.dimacs;33;2591;1;
c_BPPC_6_0_8.txt_0.1.dimacs;32;11501;1;
c_BPPC_3_0_9.txt_0.5.dimacs;12;1055;1;
c_BPPC_2_0_5.txt_0.2.dimacs;0;0;0;
c_BPPC_4_0_3.txt_0.7.dimacs;9;826;1;
c_BPPC_3_0_8.txt_0.8.dimacs;6;579;1;
c_BPPC_3_0_6.txt_0.7.dimacs;8;724;1;
c_BPPC_1_0_3.txt_0.8.dimacs;4;412;1;
c_BPPC_4_0_4.txt_0.2.dimacs;0;0;0;
c_BPPC_2_0_1.txt_0.9.dimacs;4;410;1;
c_BPPC_4_0_7.txt_0.1.dimacs;0;0;0;
c_BPPC_6_0_9.txt_0.7.dimacs;6;2334;1;
c_BPPC_3_0_5.txt_0.2.dimacs;0;0;0;
c_BPPC_6_0_2.txt_0.1.dimacs;32;11871;1;
c_BPPC_3_0_2.txt_0.3.dimacs;0;0;0;
c_BPPC_6_0_6.txt_0.9.dimacs;4;1642;1;
c_BPPC_7_0_7.txt_0.7.dimacs;7;2862;1;
c_BPPC_8_0_8.txt_0.5.dimacs;13;5141;1;
c_BPPC_2_0_9.txt_0.3.dimacs;17;1571;1;
c_BPPC_3_0_3.txt_0.5.dimacs;12;1101;1;
c_BPPC_1_0_1.txt_0.5.dimacs;8;744;1;
c_BPPC_8_0_10.txt_0.4.dimacs;0;0;0;
c_BPPC_4_0_3.txt_0.1.dimacs;0;0;0;
c_BPPC_1_0_3.txt_0.5.dimacs;10;825;1;
c_BPPC_7_0_2.txt_0.7.dimacs;7;3088;1;
c_BPPC_2_0_10.txt_0.7.dimacs;6;625;1;
c_BPPC_2_0_2.txt_0.9.dimacs;4;398;1;
c_BPPC_1_0_9.txt_0.6.dimacs;7;595;1;
c_BPPC_5_0_6.txt_0.3.dimacs;11;4088;1;
c_BPPC_8_0_5.txt_0.6.dimacs;10;4106;1;
c_BPPC_7_0_10.txt_0.4.dimacs;13;5539;1;
c_BPPC_3_0_2.txt_0.4.dimacs;0;0;0;
c_BPPC_3_0_8.txt_0.7.dimacs;8;726;1;
c_BPPC_1_0_5.txt_0.5.dimacs;9;787;1;
c_BPPC_2_0_7.txt_0.6.dimacs;8;791;1;
c_BPPC_3_0_4.txt_0.1.dimacs;0;0;0;
c_BPPC_8_0_9.txt_0.8.dimacs;7;2667;1;
c_BPPC_5_0_2.txt_0.8.dimacs;4;1524;1;
c_BPPC_8_0_7.txt_0.3.dimacs;0;0;0;
c_BPPC_8_0_8.txt_0.8.dimacs;6;2716;1;
c_BPPC_7_0_4.txt_0.2.dimacs;0;0;0;
c_BPPC_3_0_7.txt_0.3.dimacs;0;0;0;
c_BPPC_5_0_6.txt_0.7.dimacs;5;1836;1;
c_BPPC_1_0_6.txt_0.5.dimacs;8;774;1;
c_BPPC_1_0_5.txt_0.6.dimacs;7;633;1;
c_BPPC_5_0_1.txt_0.2.dimacs;16;5574;1;
c_BPPC_5_0_3.txt_0.1.dimacs;23;8264;1;
c_BPPC_1_0_9.txt_0.5.dimacs;9;872;1;
c_BPPC_7_0_3.txt_0.4.dimacs;13;5405;1;
c_BPPC_6_0_6.txt_0.3.dimacs;14;5563;1;
c_BPPC_2_0_9.txt_0.4.dimacs;15;1262;1;
c_BPPC_2_0_8.txt_0.4.dimacs;14;1259;1;
c_BPPC_4_0_2.txt_0.5.dimacs;0;0;0;
c_BPPC_4_0_5.txt_0.9.dimacs;5;499;1;
c_BPPC_4_0_9.txt_0.2.dimacs;0;0;0;
c_BPPC_6_0_4.txt_0.3.dimacs;14;5708;1;
c_BPPC_8_0_10.txt_0.6.dimacs;10;4026;1;
c_BPPC_3_0_4.txt_0.4.dimacs;0;0;0;
c_BPPC_5_0_8.txt_0.7.dimacs;5;1968;1;
c_BPPC_1_0_9.txt_0.1.dimacs;32;2680;1;
c_BPPC_5_0_5.txt_0.1.dimacs;22;7776;1;
c_BPPC_2_0_3.txt_0.6.dimacs;9;792;1;
c_BPPC_6_0_10.txt_0.4.dimacs;11;4439;1;
c_BPPC_1_0_8.txt_0.7.dimacs;5;499;1;
c_BPPC_3_0_10.txt_0.9.dimacs;5;456;1;
c_BPPC_3_0_10.txt_0.8.dimacs;6;543;1;
c_BPPC_7_0_10.txt_0.9.dimacs;4;1783;1;
c_BPPC_1_0_6.txt_0.3.dimacs;15;1230;1;
c_BPPC_7_0_7.txt_0.9.dimacs;4;1801;1;
c_BPPC_7_0_1.txt_0.3.dimacs;19;7183;1;
c_BPPC_6_0_1.txt_0.5.dimacs;9;3837;1;
c_BPPC_8_0_8.txt_0.6.dimacs;10;4329;1;
c_BPPC_1_0_6.txt_0.2.dimacs;20;1538;1;
c_BPPC_6_0_3.txt_0.7.dimacs;6;2444;1;
c_BPPC_8_0_9.txt_0.9.dimacs;5;2060;1;
c_BPPC_6_0_6.txt_0.6.dimacs;7;2863;1;
c_BPPC_5_0_3.txt_0.2.dimacs;17;6042;1;
c_BPPC_8_0_7.txt_0.5.dimacs;13;4966;1;
c_BPPC_6_0_5.txt_0.6.dimacs;8;3116;1;
c_BPPC_5_0_3.txt_0.7.dimacs;5;1971;1;
c_BPPC_6_0_1.txt_0.3.dimacs;15;5612;1;
c_BPPC_3_0_2.txt_0.6.dimacs;9;872;1;
c_BPPC_6_0_7.txt_0.2.dimacs;21;7639;1;
c_BPPC_4_0_6.txt_0.5.dimacs;0;0;0;
c_BPPC_1_0_8.txt_0.6.dimacs;7;619;1;
c_BPPC_2_0_7.txt_0.3.dimacs;17;1517;1;
c_BPPC_4_0_5.txt_0.5.dimacs;0;0;0;
c_BPPC_7_0_9.txt_0.5.dimacs;12;4400;1;
c_BPPC_1_0_2.txt_0.3.dimacs;14;1269;1;
c_BPPC_5_0_1.txt_0.9.dimacs;3;1267;1;
c_BPPC_5_0_2.txt_0.3.dimacs;11;4322;1;
c_BPPC_7_0_6.txt_0.1.dimacs;0;0;0;
c_BPPC_5_0_9.txt_0.3.dimacs;12;4280;1;
c_BPPC_3_0_9.txt_0.4.dimacs;0;0;0;
c_BPPC_4_0_6.txt_0.8.dimacs;7;678;1;
c_BPPC_4_0_9.txt_0.4.dimacs;0;0;0;
c_BPPC_1_0_8.txt_0.2.dimacs;20;1600;1;
c_BPPC_7_0_8.txt_0.5.dimacs;10;4442;1;
c_BPPC_2_0_1.txt_0.7.dimacs;7;649;1;
c_BPPC_4_0_6.txt_0.6.dimacs;0;0;0;
c_BPPC_4_0_2.txt_0.6.dimacs;0;0;0;
c_BPPC_4_0_7.txt_0.8.dimacs;7;635;1;
c_BPPC_2_0_10.txt_0.5.dimacs;11;913;1;
c_BPPC_4_0_5.txt_0.7.dimacs;9;851;1;
c_BPPC_1_0_7.txt_0.6.dimacs;7;627;1;
c_BPPC_2_0_10.txt_0.1.dimacs;0;0;0;
c_BPPC_1_0_9.txt_0.7.dimacs;6;541;1;
c_BPPC_6_0_9.txt_0.5.dimacs;9;3486;1;
c_BPPC_5_0_7.txt_0.3.dimacs;12;4566;1;
c_BPPC_4_0_5.txt_0.6.dimacs;0;0;0;
c_BPPC_7_0_2.txt_0.1.dimacs;0;0;0;
c_BPPC_5_0_7.txt_0.4.dimacs;9;3492;1;
c_BPPC_6_0_3.txt_0.2.dimacs;21;7652;1;
c_BPPC_4_0_5.txt_0.1.dimacs;0;0;0;
c_BPPC_7_0_3.txt_0.5.dimacs;11;4325;1;
c_BPPC_7_0_5.txt_0.1.dimacs;0;0;0;
c_BPPC_7_0_4.txt_0.1.dimacs;0;0;0;
c_BPPC_8_0_9.txt_0.7.dimacs;8;3301;1;
c_BPPC_7_0_3.txt_0.3.dimacs;20;7694;1;
c_BPPC_7_0_7.txt_0.4.dimacs;13;5474;1;
c_BPPC_4_0_1.txt_0.4.dimacs;0;0;0;
c_BPPC_3_0_4.txt_0.6.dimacs;10;919;1;
c_BPPC_1_0_6.txt_0.6.dimacs;6;611;1;
c_BPPC_2_0_5.txt_0.5.dimacs;11;940;1;
c_BPPC_5_0_10.txt_0.9.dimacs;3;1189;1;
c_BPPC_6_0_9.txt_0.2.dimacs;20;7452;1;
c_BPPC_6_0_7.txt_0.9.dimacs;4;1475;1;
c_BPPC_7_0_5.txt_0.9.dimacs;4;1805;1;
c_BPPC_2_0_9.txt_0.6.dimacs;9;772;1;
c_BPPC_2_0_4.txt_0.4.dimacs;14;1199;1;
c_BPPC_7_0_6.txt_0.2.dimacs;0;0;0;
c_BPPC_2_0_6.txt_0.3.dimacs;0;0;0;
c_BPPC_5_0_9.txt_0.2.dimacs;16;6118;1;
c_BPPC_5_0_10.txt_0.3.dimacs;12;4483;1;
c_BPPC_1_0_2.txt_0.8.dimacs;5;448;1;
c_BPPC_5_0_9.txt_0.1.dimacs;22;8063;1;
c_BPPC_3_0_4.txt_0.9.dimacs;5;453;1;
c_BPPC_2_0_9.txt_0.2.dimacs;0;0;0;
c_BPPC_6_0_8.txt_0.8.dimacs;5;2055;1;
c_BPPC_2_0_2.txt_0.5.dimacs;10;921;1;
c_BPPC_4_0_1.txt_0.7.dimacs;9;796;1;
c_BPPC_4_0_4.txt_0.5.dimacs;0;0;0;
c_BPPC_7_0_4.txt_0.4.dimacs;13;5378;1;
c_BPPC_5_0_4.txt_0.7.dimacs;5;1904;1;
c_BPPC_6_0_8.txt_0.3.dimacs;15;5707;1;
c_BPPC_1_0_6.txt_0.4.dimacs;11;944;1;
c_BPPC_5_0_5.txt_0.3.dimacs;12;4477;1;
c_BPPC_4_0_1.txt_0.1.dimacs;0;0;0;
c_BPPC_6_0_6.txt_0.8.dimacs;5;2105;1;
c_BPPC_7_0_5.txt_0.5.dimacs;11;4568;1;
c_BPPC_6_0_5.txt_0.9.dimacs;4;1476;1;
c_BPPC_1_0_2.txt_0.6.dimacs;6;648;1;
c_BPPC_5_0_10.txt_0.5.dimacs;8;3088;1;
c_BPPC_5_0_10.txt_0.6.dimacs;6;2221;1;
c_BPPC_2_0_1.txt_0.6.dimacs;9;779;1;
c_BPPC_4_0_9.txt_0.1.dimacs;0;0;0;
c_BPPC_1_0_7.txt_0.9.dimacs;4;347;1;
c_BPPC_2_0_5.txt_0.6.dimacs;9;789;1;
c_BPPC_6_0_10.txt_0.7.dimacs;6;2341;1;
c_BPPC_5_0_8.txt_0.4.dimacs;9;3238;1;
c_BPPC_8_0_4.txt_0.5.dimacs;12;5207;1;
c_BPPC_8_0_6.txt_0.2.dimacs;0;0;0;
c_BPPC_5_0_10.txt_0.8.dimacs;4;1507;1;
c_BPPC_6_0_4.txt_0.5.dimacs;10;3535;1;
c_BPPC_8_0_8.txt_0.2.dimacs;0;0;0;
c_BPPC_1_0_8.txt_0.1.dimacs;33;2600;1;
c_BPPC_7_0_2.txt_0.5.dimacs;11;4479;1;
c_BPPC_7_0_9.txt_0.2.dimacs;0;0;0;
c_BPPC_7_0_5.txt_0.4.dimacs;14;5608;1;
c_BPPC_2_0_3.txt_0.9.dimacs;4;391;1;
c_BPPC_2_0_3.txt_0.5.dimacs;11;995;1;
c_BPPC_5_0_6.txt_0.9.dimacs;3;1317;1;
c_BPPC_6_0_7.txt_0.1.dimacs;32;12422;1;
c_BPPC_6_0_7.txt_0.7.dimacs;6;2282;1;
c_BPPC_4_0_9.txt_0.5.dimacs;0;0;0;
c_BPPC_3_0_9.txt_0.2.dimacs;0;0;0;
c_BPPC_7_0_8.txt_0.6.dimacs;10;4141;1;
c_BPPC_7_0_7.txt_0.1.dimacs;0;0;0;
c_BPPC_5_0_6.txt_0.5.dimacs;7;2823;1;
c_BPPC_8_0_1.txt_0.9.dimacs;5;2064;1;
c_BPPC_4_0_8.txt_0.3.dimacs;0;0;0;
c_BPPC_1_0_1.txt_0.2.dimacs;20;1601;1;
c_BPPC_5_0_4.txt_0.2.dimacs;17;6262;1;
c_BPPC_6_0_3.txt_0.4.dimacs;11;4233;1;
c_BPPC_7_0_2.txt_0.9.dimacs;4;1808;1;
c_BPPC_1_0_8.txt_0.4.dimacs;11;998;1;
c_BPPC_1_0_4.txt_0.9.dimacs;4;334;1;
c_BPPC_5_0_7.txt_0.5.dimacs;8;2839;1;
c_BPPC_3_0_1.txt_0.5.dimacs;12;1119;1;
c_BPPC_4_0_8.txt_0.4.dimacs;0;0;0;
c_BPPC_8_0_7.txt_0.8.dimacs;6;2545;1;
c_BPPC_4_0_6.txt_0.9.dimacs;5;494;1;
c_BPPC_3_0_2.txt_0.7.dimacs;8;705;1;
c_BPPC_2_0_5.txt_0.3.dimacs;19;1515;1;
c_BPPC_1_0_9.txt_0.8.dimacs;5;433;1;
c_BPPC_5_0_2.txt_0.2.dimacs;16;5920;1;
c_BPPC_4_0_3.txt_0.3.dimacs;0;0;0;
c_BPPC_8_0_8.txt_0.3.dimacs;0;0;0;
c_BPPC_6_0_5.txt_0.3.dimacs;14;5560;1;
c_BPPC_4_0_10.txt_0.5.dimacs;0;0;0;
c_BPPC_8_0_6.txt_0.4.dimacs;0;0;0;
c_BPPC_4_0_1.txt_0.5.dimacs;0;0;0;
c_BPPC_2_0_1.txt_0.3.dimacs;18;1534;1;
c_BPPC_7_0_6.txt_0.6.dimacs;9;3675;1;
c_BPPC_4_0_2.txt_0.3.dimacs;0;0;0;
c_BPPC_4_0_4.txt_0.1.dimacs;0;0;0;
c_BPPC_1_0_5.txt_0.7.dimacs;6;534;1;
c_BPPC_4_0_10.txt_0.8.dimacs;7;665;1;
c_BPPC_4_0_2.txt_0.9.dimacs;5;497;1;
c_BPPC_3_0_7.txt_0.9.dimacs;5;462;1;
c_BPPC_5_0_6.txt_0.2.dimacs;15;5498;1;
c_BPPC_7_0_7.txt_0.6.dimacs;8;3473;1;
c_BPPC_5_0_7.txt_0.1.dimacs;24;8476;1;
c_BPPC_2_0_4.txt_0.3.dimacs;18;1562;1;
c_BPPC_5_0_10.txt_0.4.dimacs;9;3657;1;
c_BPPC_7_0_9.txt_0.3.dimacs;0;0;0;
c_BPPC_2_0_9.txt_0.5.dimacs;11;965;1;
c_BPPC_1_0_10.txt_0.6.dimacs;8;601;1;
c_BPPC_3_0_6.txt_0.5.dimacs;12;1123;1;
c_BPPC_7_0_2.txt_0.8.dimacs;6;2286;1;
c_BPPC_5_0_1.txt_0.6.dimacs;6;2257;1;
c_BPPC_4_0_7.txt_0.6.dimacs;0;0;0;
c_BPPC_2_0_1.txt_0.1.dimacs;0;0;0;
c_BPPC_5_0_5.txt_0.4.dimacs;9;3477;1;
c_BPPC_4_0_4.txt_0.8.dimacs;7;662;1;
c_BPPC_4_0_2.txt_0.7.dimacs;9;914;1;
c_BPPC_1_0_7.txt_0.4.dimacs;11;861;1;
c_BPPC_8_0_3.txt_0.8.dimacs;6;2495;1;
c_BPPC_2_0_9.txt_0.1.dimacs;0;0;0;
c_BPPC_4_0_4.txt_0.4.dimacs;0;0;0;
c_BPPC_2_0_6.txt_0.1.dimacs;0;0;0;
c_BPPC_5_0_9.txt_0.9.dimacs;3;1352;1;
c_BPPC_7_0_10.txt_0.5.dimacs;10;4236;1;
c_BPPC_5_0_7.txt_0.8.dimacs;4;1550;1;
c_BPPC_6_0_5.txt_0.4.dimacs;11;4404;1;
c_BPPC_7_0_7.txt_0.5.dimacs;11;4585;1;
