class,mult,type,density,weight,nodes,time,algo,time_limit
C,3,6,0.4,3100,5667,0.00301886,CFS,600
C,3,7,0.7,3032,371,0.00208998,CFS,600
C,3,7,0.8,2229,220,0.00110412,CFS,600
C,3,1,0.2,590,5674,0.00503993,CFS,600
C,3,3,0.8,509,1105,0.00604701,CFS,600
C,3,8,0.1,3110,127,9.0909e-4,CFS,600
C,3,1,0.8,433,45,1.5378e-4,CFS,600
C,3,7,0.1,3110,78,8.95977e-4,CFS,600
C,3,1,0.6,518,599,5.04971e-4,CFS,600
C,3,6,0.7,2282,112,2.35081e-4,CFS,600
C,3,6,0.3,3110,1228,6.78062e-4,CFS,600
C,3,7,0.7,2838,524,0.00139689,CFS,600
C,3,8,0.5,3110,36276,0.032212,CFS,600
C,3,4,0.7,540,148724,0.246564,CFS,600
C,3,4,0.6,559,693923,1.20438,CFS,600
C,3,5,0.2,3110,1449,5.2309e-4,CFS,600
C,3,1,0.7,496,141,3.86953e-4,CFS,600
C,3,6,0.6,3064,232,3.53813e-4,CFS,600
C,3,8,0.1,3110,126,9.17196e-4,CFS,600
C,3,3,0.8,509,1183,0.00393105,CFS,600
C,3,6,0.9,1476,21,1.53065e-4,CFS,600
C,3,2,0.7,524,877,0.0012331,CFS,600
C,3,7,0.2,3110,126,0.00126505,CFS,600
C,3,2,0.3,587,8750,0.0113881,CFS,600
C,3,3,0.3,600,155488,0.275057,CFS,600
C,3,1,0.4,550,2338,0.001333,CFS,600
C,3,7,0.3,3110,51,0.00221086,CFS,600
C,3,5,0.5,3015,94,3.50952e-4,CFS,600
C,3,7,0.1,3110,82,4.7183e-4,CFS,600
C,3,6,0.5,3087,1600,0.00132918,CFS,600
C,3,6,0.1,3110,65,4.31061e-4,CFS,600
C,3,2,0.8,481,227,0.00433207,CFS,600
C,3,2,0.6,530,7495,0.00747299,CFS,600
C,3,8,0.6,3093,166038,0.195098,CFS,600
C,3,7,0.9,1801,29,4.34875e-4,CFS,600
C,3,2,0.6,533,5756,0.00660396,CFS,600
C,3,7,0.1,3110,77,8.80957e-4,CFS,600
C,3,3,0.7,530,189963,0.149,rlx_mt,600
C,3,8,0.3,0,0,0,rlx_mt,600
C,3,6,0.3,3110,18261804,3.4,rlx_mt,600
C,3,8,0.2,0,0,0,rlx_mt,600
C,3,1,0.2,590,593133632,98.398,rlx_mt,600
C,3,5,0.5,2824,159,0,rlx_mt,600
C,3,2,0.1,0,0,0,rlx_mt,600
C,3,4,0.8,520,176844,0.301,rlx_mt,600
C,3,7,0.4,3110,72607747,19.473,rlx_mt,600
C,3,5,0.8,1811,53,0.001,rlx_mt,600
C,3,3,0.5,569,239182579,101.701,rlx_mt,600
C,3,7,0.5,3100,612159,0.309,rlx_mt,600
C,3,5,0.2,3110,2383381,0.357,rlx_mt,600
C,3,1,0.4,550,571562,0.141,rlx_mt,600
C,3,6,0.2,3110,1616531343,269.345,rlx_mt,600
C,3,7,0.7,3037,3169,0.009,rlx_mt,600
C,3,7,0.2,0,0,0,rlx_mt,600
C,3,2,0.7,520,7837,0.012,rlx_mt,600
C,3,2,0.2,0,0,0,rlx_mt,600
C,3,5,0.1,3110,132704602,20.222,rlx_mt,600
C,3,6,0.9,1478,75,0.002,rlx_mt,600
C,3,2,0.9,396,228,0.012,rlx_mt,600
C,3,2,0.6,530,106685,0.057,rlx_mt,600
C,3,7,0.1,0,0,0,rlx_mt,600
C,3,3,0.2,0,0,0,rlx_mt,600
C,3,1,0.7,502,481,0.001,rlx_mt,600
C,3,8,0.3,0,0,0,rlx_mt,600
C,3,7,0.1,0,0,0,rlx_mt,600
C,3,7,0.6,3090,25851,0.026,rlx_mt,600
C,3,8,0.6,3098,1310916,1.07,rlx_mt,600
C,3,8,0.9,2060,1415,0.036,rlx_mt,600
C,3,4,0.6,560,363537693,208.303,rlx_mt,600
C,3,1,0.1,0,0,0,rlx_mt,600
C,3,5,0.9,1189,43,0,rlx_mt,600
C,3,6,0.2,3110,1919023411,317.375,rlx_mt,600
C,3,3,0.7,530,192940,0.161,rlx_mt,600
C,3,8,0.2,0,0,0,rlx_mt,600
C,3,8,0.1,0,0,0,rlx_mt,600
C,3,3,0.8,510,11354,0.047,rlx_mt,600
C,3,7,0.1,0,0,0,rlx_mt,600
C,3,7,0.6,3085,25019,0.023,rlx_mt,600
C,3,4,0.5,0,0,0,rlx_mt,600
C,3,6,0.7,2341,457,0.001,rlx_mt,600
C,3,7,0.7,2862,3466,0.01,rlx_mt,600
C,3,6,0.7,2334,403,0.003,rlx_mt,600
C,3,4,0.5,0,0,0,rlx_mt,600
C,3,8,0.7,3070,51184,0.087,rlx_mt,600
C,3,4,0.2,0,0,0,rlx_mt,600
C,3,3,0.5,560,271519108,113.124,rlx_mt,600
C,3,8,0.1,0,0,0,rlx_mt,600
C,3,1,0.6,520,2557,0.002,rlx_mt,600
C,3,2,0.8,490,1287,0.007,rlx_mt,600
C,3,8,0.3,0,0,0,rlx_mt,600
C,3,8,0.5,3110,128587520,64.535,rlx_mt,600
C,3,6,0.1,0,0,0,rlx_mt,600
C,3,1,0.7,504,458,0.001,rlx_mt,600
C,3,8,0.8,2658,8004,0.044,rlx_mt,600
C,3,1,0.3,570,14047979,2.602,rlx_mt,600
C,3,6,0.9,1476,126,0.001,rlx_mt,600
C,3,7,0.9,1740,359,0.007,rlx_mt,600
C,3,8,0.3,0,0,0,rlx_mt,600
C,3,4,0.5,0,0,0,rlx_mt,600
C,3,7,0.3,0,0,0,rlx_mt,600
C,3,5,0.5,2839,272,0,rlx_mt,600
C,3,5,0.4,3080,762,0,rlx_mt,600
C,3,2,0.2,0,0,0,rlx_mt,600
C,3,7,0.8,2328,1078,0.009,rlx_mt,600
C,3,6,0.7,2640,256,0.004,rlx_mt,600
C,3,3,0.4,0,0,0,rlx_mt,600
C,3,4,0.3,0,0,0,rlx_mt,600
C,3,5,0.7,1904,77,0,rlx_mt,600
C,3,5,0.3,3100,30082,0.007,rlx_mt,600
C,3,7,0.6,3087,26737,0.028,rlx_mt,600
C,3,1,0.5,538,26135,0.009,rlx_mt,600
C,3,1,0.7,496,497,0.003,rlx_mt,600
C,3,5,0.6,2336,143,0,rlx_mt,600
C,3,7,0.9,1743,308,0.006,rlx_mt,600
C,3,6,0.3,3110,14762602,2.836,rlx_mt,600
C,3,6,0.4,3100,154536,0.05,rlx_mt,600
C,3,2,0.8,480,1450,0.006,rlx_mt,600
C,3,1,0.8,449,142,0.001,rlx_mt,600
C,3,6,0.6,3064,793,0.001,rlx_mt,600
C,3,7,0.8,2286,1204,0.006,rlx_mt,600
C,3,3,0.3,0,0,0,rlx_mt,600
C,3,1,0.4,556,481729,0.117,rlx_mt,600
C,3,6,0.6,3072,849,0.001,rlx_mt,600
C,3,1,0.1,0,0,0,rlx_mt,600
C,3,7,0.7,2994,2673,0.008,rlx_mt,600
C,3,6,0.1,0,0,0,rlx_mt,600
C,3,7,0.4,3110,78664883,20.453,rlx_mt,600
C,3,5,0.8,1524,71,0,rlx_mt,600
C,3,3,0.8,516,12200,0.052,rlx_mt,600
C,3,4,0.7,540,6487159,4.433,rlx_mt,600
C,3,2,0.5,550,2705835,0.802,rlx_mt,600
C,3,3,0.7,537,191722,0.152,rlx_mt,600
C,3,3,0.1,0,0,0,rlx_mt,600
C,3,3,0.2,0,0,0,rlx_mt,600
C,3,6,0.1,0,0,0,rlx_mt,600
C,3,6,0.8,2055,142,0.004,rlx_mt,600
C,3,3,0.3,0,0,0,rlx_mt,600
C,3,7,0.3,0,0,0,rlx_mt,600
C,3,3,0.4,0,0,0,rlx_mt,600
C,3,4,0.8,520,175013,0.299,rlx_mt,600
C,3,5,0.8,1550,60,0,rlx_mt,600
C,3,2,0.9,391,255,0.008,rlx_mt,600
C,3,2,0.6,530,116495,0.052,rlx_mt,600
C,3,6,0.4,3100,122666,0.042,rlx_mt,600
C,3,4,0.2,0,0,0,rlx_mt,600
C,3,4,0.7,534,7893041,5.28,rlx_mt,600
C,3,3,0.2,0,0,0,rlx_mt,600
C,3,2,0.8,507,1249,0.009,rlx_mt,600
C,3,2,0.8,498,1240,0.01,rlx_mt,600
C,3,1,0.9,325,98,0.002,rlx_mt,600
C,3,3,0.2,0,0,0,rlx_mt,600
C,3,6,0.9,1600,62,0.001,rlx_mt,600
C,3,1,0.9,301,95,0.001,rlx_mt,600
C,3,8,0.2,0,0,0,rlx_mt,600
C,3,2,0.9,388,365,0.008,rlx_mt,600
C,3,7,0.4,3110,71851873,19.375,rlx_mt,600
C,3,2,0.2,0,0,0,rlx_mt,600
C,3,8,0.7,3066,56296,0.091,rlx_mt,600
C,3,7,0.6,3078,22389,0.023,rlx_mt,600
C,3,4,0.3,0,0,0,rlx_mt,600
C,3,7,0.3,0,0,0,rlx_mt,600
C,3,8,0.1,0,0,0,rlx_mt,600
C,3,7,0.2,0,0,0,rlx_mt,600
C,3,4,0.2,0,0,0,rlx_mt,600
C,3,8,0.3,0,0,0,rlx_mt,600
C,3,1,0.6,520,3195,0.002,rlx_mt,600
C,3,8,0.5,3110,130445452,62.315,rlx_mt,600
C,3,4,0.9,489,9542,0.17,rlx_mt,600
C,3,4,0.9,499,8648,0.168,rlx_mt,600
C,3,6,0.6,2820,826,0.001,rlx_mt,600
C,3,6,0.9,1407,98,0.001,rlx_mt,600
C,3,5,0.9,1215,36,0,rlx_mt,600
C,3,3,0.3,0,0,0,rlx_mt,600
C,3,8,0.8,2602,8313,0.054,rlx_mt,600
C,3,5,0.2,3110,2906599,0.437,rlx_mt,600
C,3,4,0.8,520,173199,0.303,rlx_mt,600
C,3,5,0.5,2883,218,0,rlx_mt,600
C,3,4,0.4,0,0,0,rlx_mt,600
C,3,4,0.2,0,0,0,rlx_mt,600
C,3,1,0.7,496,532,0.001,rlx_mt,600
C,3,6,0.9,1540,69,0.001,rlx_mt,600
C,3,3,0.8,509,12042,0.047,rlx_mt,600
C,3,3,0.7,529,200215,0.16,rlx_mt,600
C,3,1,0.5,538,22122,0.009,rlx_mt,600
C,3,3,0.4,0,0,0,rlx_mt,600
C,3,5,0.3,3100,36360,0.007,rlx_mt,600
C,3,1,0.9,337,80,0.001,rlx_mt,600
C,3,7,0.5,3100,753734,0.345,rlx_mt,600
C,3,3,0.3,0,0,0,rlx_mt,600
C,3,2,0.8,479,1265,0.007,rlx_mt,600
C,3,1,0.1,0,0,0,rlx_mt,600
C,3,7,0.6,3080,24050,0.023,rlx_mt,600
C,3,3,0.8,519,12105,0.043,rlx_mt,600
C,3,3,0.8,509,11547,0.046,rlx_mt,600
C,3,7,0.4,3110,83031430,21.613,rlx_mt,600
C,3,6,0.4,3100,170089,0.057,rlx_mt,600
C,3,6,0.1,0,0,0,rlx_mt,600
C,3,4,0.8,520,179207,0.304,rlx_mt,600
C,3,8,0.4,0,0,0,rlx_mt,600
C,3,4,0.5,0,0,0,rlx_mt,600
C,3,3,0.2,0,0,0,rlx_mt,600
C,3,4,0.7,540,6271893,4.518,rlx_mt,600
C,3,7,0.1,0,0,0,rlx_mt,600
C,3,6,0.8,2105,170,0.001,rlx_mt,600
C,3,7,0.8,2280,1155,0.009,rlx_mt,600
C,3,3,0.1,0,0,0,rlx_mt,600
C,3,5,0.9,1317,34,0,rlx_mt,600
C,3,8,0.5,3110,135007176,65.247,rlx_mt,600
C,3,4,0.2,0,0,0,rlx_mt,600
C,3,6,0.1,0,0,0,rlx_mt,600
C,3,6,0.5,3084,6078,0.004,rlx_mt,600
C,3,8,0.4,0,0,0,rlx_mt,600
C,3,5,0.8,1454,51,0,rlx_mt,600
C,3,3,0.7,530,207184,0.162,rlx_mt,600
C,3,5,0.1,3110,193774322,28.188,rlx_mt,600
C,3,3,0.3,0,0,0,rlx_mt,600
C,3,3,0.5,560,284430443,109.033,rlx_mt,600
C,3,2,0.7,519,9103,0.011,rlx_mt,600
C,3,2,0.2,0,0,0,rlx_mt,600
C,3,1,0.3,560,16223209,3.076,rlx_mt,600
C,3,7,0.2,0,0,0,rlx_mt,600
C,3,8,0.8,2667,8531,0.06,rlx_mt,600
C,3,2,0.5,550,2753632,0.833,rlx_mt,600
C,3,5,0.4,3090,940,0.001,rlx_mt,600
C,3,6,0.3,3110,14463039,3.022,rlx_mt,600
C,3,6,0.2,3110,1679533677,272.837,rlx_mt,600
C,3,3,0.5,560,277604542,107.654,rlx_mt,600
C,3,2,0.6,537,108713,0.054,rlx_mt,600
C,3,5,0.4,3089,1636,0,rlx_mt,600
C,3,3,0.1,0,0,0,rlx_mt,600
C,3,4,0.6,559,397561676,219.901,rlx_mt,600
C,3,7,0.9,1783,244,0.007,rlx_mt,600
C,3,8,0.9,2070,1125,0.045,rlx_mt,600
C,3,1,0.9,334,85,0.002,rlx_mt,600
C,3,5,0.9,1267,32,0,rlx_mt,600
C,3,3,0.1,0,0,0,rlx_mt,600
C,3,2,0.1,0,0,0,rlx_mt,600
C,3,2,0.2,0,0,0,rlx_mt,600
C,3,5,0.3,3099,18879,0.005,rlx_mt,600
C,3,6,0.8,2136,147,0.001,rlx_mt,600
C,3,7,0.7,2851,3510,0.009,rlx_mt,600
C,3,5,0.7,1968,92,0,rlx_mt,600
C,3,5,0.3,3100,19627,0.005,rlx_mt,600
C,3,1,0.5,539,22405,0.008,rlx_mt,600
C,3,7,0.8,2295,1081,0.007,rlx_mt,600
C,3,2,0.7,517,7709,0.015,rlx_mt,600
C,3,5,0.5,2828,205,0,rlx_mt,600
C,3,4,0.2,0,0,0,rlx_mt,600
C,3,5,0.1,3110,196032887,25.523,rlx_mt,600
C,3,5,0.9,1314,32,0.001,rlx_mt,600
C,3,3,0.1,0,0,0,rlx_mt,600
C,3,7,0.2,0,0,0,rlx_mt,600
C,3,1,0.9,334,66,0.002,rlx_mt,600
C,3,7,0.5,3110,694522,0.331,rlx_mt,600
C,3,2,0.5,550,2549187,0.809,rlx_mt,600
C,3,1,0.3,570,13943113,2.914,rlx_mt,600
C,3,2,0.2,0,0,0,rlx_mt,600
C,3,5,0.7,1938,79,0,rlx_mt,600
C,3,1,0.7,499,570,0.003,rlx_mt,600
C,3,2,0.4,570,93760804,23.34,rlx_mt,600
C,3,3,0.7,530,213862,0.167,rlx_mt,600
C,3,4,0.6,550,455388978,237.619,rlx_mt,600
C,3,8,0.7,3079,52708,0.09,rlx_mt,600
C,3,1,0.9,340,99,0.001,rlx_mt,600
C,3,8,0.9,2064,1249,0.039,rlx_mt,600
C,3,6,0.7,2267,476,0.003,rlx_mt,600
C,3,3,0.4,0,0,0,rlx_mt,600
C,3,8,0.9,2153,1242,0.041,rlx_mt,600
C,3,7,0.2,0,0,0,rlx_mt,600
C,3,5,0.6,2163,125,0,rlx_mt,600
C,3,6,0.8,1862,176,0.002,rlx_mt,600
C,3,2,0.6,537,106279,0.052,rlx_mt,600
C,3,2,0.1,0,0,0,rlx_mt,600
C,3,1,0.1,0,0,0,rlx_mt,600
C,3,5,0.6,2428,132,0,rlx_mt,600
C,3,8,0.8,2664,8528,0.043,rlx_mt,600
C,3,6,0.7,2282,394,0.001,rlx_mt,600
C,3,1,0.2,580,571050012,88.555,rlx_mt,600
C,3,7,0.1,0,0,0,rlx_mt,600
C,3,2,0.9,396,292,0.009,rlx_mt,600
C,3,3,0.4,0,0,0,rlx_mt,600
C,3,2,0.1,0,0,0,rlx_mt,600
C,3,5,0.2,3110,2705332,0.41,rlx_mt,600
C,3,5,0.8,1672,43,0.001,rlx_mt,600
C,3,4,0.1,0,0,0,rlx_mt,600
C,3,3,0.3,0,0,0,rlx_mt,600
C,3,8,0.7,3080,54226,0.087,rlx_mt,600
C,3,7,0.9,1899,273,0.009,rlx_mt,600
C,3,7,0.2,0,0,0,rlx_mt,600
C,3,3,0.8,515,11478,0.045,rlx_mt,600
C,3,5,0.5,2711,220,0,rlx_mt,600
C,3,8,0.6,3100,1356716,1.119,rlx_mt,600
C,3,5,0.7,2226,60,0,rlx_mt,600
C,3,6,0.2,3110,1985024643,324.552,rlx_mt,600
C,3,1,0.4,550,470465,0.116,rlx_mt,600
C,3,7,0.3,0,0,0,rlx_mt,600
C,3,6,0.6,3034,948,0.001,rlx_mt,600
C,3,1,0.3,570,15723647,3.059,rlx_mt,600
C,3,2,0.7,520,7360,0.009,rlx_mt,600
C,3,6,0.8,1869,187,0.001,rlx_mt,600
C,3,7,0.4,3110,82402671,21.009,rlx_mt,600
C,3,3,0.9,462,1028,0.038,rlx_mt,600
C,3,1,0.5,530,33134,0.011,rlx_mt,600
C,3,4,0.5,0,0,0,rlx_mt,600
C,3,3,0.2,0,0,0,rlx_mt,600
C,3,5,0.9,1298,31,0,rlx_mt,600
C,3,5,0.2,3108,2160212,0.324,rlx_mt,600
C,3,8,0.6,3094,1360939,1.111,rlx_mt,600
C,3,5,0.7,1971,77,0.001,rlx_mt,600
C,3,8,0.8,2538,9380,0.045,rlx_mt,600
C,3,8,0.2,0,0,0,rlx_mt,600
C,3,6,0.3,3110,16545248,3.253,rlx_mt,600
C,3,3,0.4,0,0,0,rlx_mt,600
C,3,4,0.5,0,0,0,rlx_mt,600
C,3,4,0.4,0,0,0,rlx_mt,600
C,3,3,0.8,509,12361,0.059,rlx_mt,600
C,3,8,0.7,3066,54496,0.09,rlx_mt,600
C,3,2,0.4,560,94810132,22.571,rlx_mt,600
C,3,8,0.4,0,0,0,rlx_mt,600
C,3,7,0.1,0,0,0,rlx_mt,600
C,3,3,0.3,0,0,0,rlx_mt,600
C,3,1,0.2,590,709309926,114.69,rlx_mt,600
C,3,2,0.3,0,0,0,rlx_mt,600
C,3,3,0.5,560,241466336,98.53,rlx_mt,600
C,3,7,0.7,2838,3358,0.009,rlx_mt,600
C,3,4,0.6,558,394609707,216.865,rlx_mt,600
C,3,6,0.4,3100,203142,0.063,rlx_mt,600
C,3,7,0.7,3047,2835,0.009,rlx_mt,600
C,3,4,0.8,520,191715,0.317,rlx_mt,600
C,3,5,0.1,3110,164110085,26.121,rlx_mt,600
C,3,3,0.9,456,1105,0.041,rlx_mt,600
C,3,3,0.9,443,1311,0.04,rlx_mt,600
C,3,1,0.2,600,730530092,126.404,rlx_mt,600
C,3,4,0.5,0,0,0,rlx_mt,600
C,3,7,0.7,3038,3471,0.01,rlx_mt,600
C,3,3,0.7,530,164987,0.147,rlx_mt,600
C,3,7,0.7,3007,2866,0.008,rlx_mt,600
C,3,7,0.2,0,0,0,rlx_mt,600
C,3,2,0.6,535,123039,0.055,rlx_mt,600
C,3,2,0.5,550,2530516,0.787,rlx_mt,600
C,3,8,0.4,0,0,0,rlx_mt,600
C,3,4,0.3,0,0,0,rlx_mt,600
C,3,6,0.8,2048,162,0.001,rlx_mt,600
C,3,2,0.4,570,88135620,21.833,rlx_mt,600
C,3,4,0.3,0,0,0,rlx_mt,600
C,3,7,0.6,3080,23503,0.025,rlx_mt,600
C,3,6,0.7,2318,444,0.001,rlx_mt,600
C,3,5,0.7,1956,114,0,rlx_mt,600
C,3,8,0.1,0,0,0,rlx_mt,600
C,3,4,0.2,0,0,0,rlx_mt,600
C,3,8,0.4,0,0,0,rlx_mt,600
C,3,2,0.9,424,247,0.006,rlx_mt,600
C,3,1,0.3,570,13098448,2.664,rlx_mt,600
C,3,8,0.1,0,0,0,rlx_mt,600
C,3,2,0.1,0,0,0,rlx_mt,600
C,3,3,0.3,0,0,0,rlx_mt,600
C,3,8,0.8,2772,7013,0.044,rlx_mt,600
C,3,7,0.8,2229,1113,0.007,rlx_mt,600
C,3,8,0.2,0,0,0,rlx_mt,600
C,3,2,0.4,560,99767959,23.786,rlx_mt,600
C,3,1,0.8,431,177,0.002,rlx_mt,600
C,3,6,0.6,2804,852,0.001,rlx_mt,600
C,3,7,0.8,2382,901,0.013,rlx_mt,600
C,3,5,0.2,3110,2305069,0.374,rlx_mt,600
C,3,3,0.9,453,1279,0.046,rlx_mt,600
C,3,4,0.6,556,447771989,230.737,rlx_mt,600
C,3,1,0.4,550,455028,0.113,rlx_mt,600
C,3,3,0.7,530,201079,0.17,rlx_mt,600
C,3,5,0.1,3110,127169496,19.982,rlx_mt,600
C,3,2,0.4,570,87532135,22.528,rlx_mt,600
C,3,4,0.4,0,0,0,rlx_mt,600
C,3,5,0.4,3072,784,0,rlx_mt,600
C,3,4,0.9,497,9919,0.167,rlx_mt,600
C,3,5,0.5,2737,176,0,rlx_mt,600
C,3,4,0.1,0,0,0,rlx_mt,600
C,3,5,0.4,3086,846,0,rlx_mt,600
C,3,4,0.5,0,0,0,rlx_mt,600
C,3,8,0.7,3080,50524,0.084,rlx_mt,600
C,3,6,0.9,1475,76,0.001,rlx_mt,600
C,3,2,0.4,570,88375714,22.038,rlx_mt,600
C,3,1,0.4,550,634436,0.14,rlx_mt,600
C,3,8,0.6,3099,1432837,1.173,rlx_mt,600
C,3,5,0.8,1507,51,0,rlx_mt,600
C,3,2,0.1,0,0,0,rlx_mt,600
C,3,8,0.4,0,0,0,rlx_mt,600
C,3,8,0.3,0,0,0,rlx_mt,600
C,3,8,0.8,2716,7899,0.045,rlx_mt,600
C,3,8,0.7,3069,53118,0.09,rlx_mt,600
C,3,6,0.3,3110,12486633,2.588,rlx_mt,600
C,3,1,0.9,284,99,0.001,rlx_mt,600
C,3,1,0.2,590,629041808,103.489,rlx_mt,600
C,3,1,0.1,0,0,0,rlx_mt,600
C,3,8,0.4,0,0,0,rlx_mt,600
C,3,3,0.9,449,1172,0.04,rlx_mt,600
C,3,2,0.1,0,0,0,rlx_mt,600
C,3,1,0.7,500,529,0.001,rlx_mt,600
C,3,5,0.7,2018,68,0.002,rlx_mt,600
C,3,7,0.5,3100,822631,0.373,rlx_mt,600
C,3,5,0.5,3015,213,0,rlx_mt,600
C,3,4,0.4,0,0,0,rlx_mt,600
C,3,6,0.9,1529,60,0.001,rlx_mt,600
C,3,4,0.8,520,183655,0.308,rlx_mt,600
C,3,3,0.6,549,5827919,2.843,rlx_mt,600
C,3,4,0.6,558,412767068,232.632,rlx_mt,600
C,3,7,0.8,2326,1276,0.008,rlx_mt,600
C,3,2,0.3,0,0,0,rlx_mt,600
C,3,8,0.5,3110,138486556,67.032,rlx_mt,600
C,3,6,0.1,0,0,0,rlx_mt,600
C,3,7,0.4,3110,72360009,19.302,rlx_mt,600
C,3,6,0.5,3089,5325,0.004,rlx_mt,600
C,3,8,0.8,2545,9112,0.044,rlx_mt,600
C,3,1,0.4,559,411641,0.108,rlx_mt,600
C,3,5,0.5,2815,210,0,rlx_mt,600
C,3,5,0.9,1352,39,0.003,rlx_mt,600
C,3,7,0.5,3100,731812,0.349,rlx_mt,600
C,3,4,0.3,0,0,0,rlx_mt,600
C,3,2,0.5,547,2866037,0.859,rlx_mt,600
C,3,5,0.9,1393,35,0,rlx_mt,600
C,3,5,0.6,2620,110,0,rlx_mt,600
C,3,5,0.8,1760,58,0,rlx_mt,600
C,3,2,0.7,518,8605,0.011,rlx_mt,600
C,3,1,0.6,516,2069,0.001,rlx_mt,600
C,3,1,0.2,580,422469330,74.509,rlx_mt,600
C,3,2,0.2,0,0,0,rlx_mt,600
C,3,8,0.1,0,0,0,rlx_mt,600
C,3,7,0.3,0,0,0,rlx_mt,600
C,3,5,0.2,3107,1274044,0.206,rlx_mt,600
C,3,6,0.9,1488,64,0.001,rlx_mt,600
C,3,1,0.5,530,33002,0.011,rlx_mt,600
C,3,5,0.3,3100,46310,0.01,rlx_mt,600
C,3,4,0.4,0,0,0,rlx_mt,600
C,3,8,0.6,3094,1460367,1.139,rlx_mt,600
C,3,7,0.4,3110,69039230,18.797,rlx_mt,600
C,3,4,0.3,0,0,0,rlx_mt,600
C,3,3,0.7,530,204563,0.168,rlx_mt,600
C,3,2,0.3,0,0,0,rlx_mt,600
C,3,4,0.9,494,9581,0.167,rlx_mt,600
C,3,2,0.8,510,1213,0.013,rlx_mt,600
C,3,8,0.6,3100,1443919,1.13,rlx_mt,600
C,3,2,0.3,0,0,0,rlx_mt,600
C,3,6,0.8,2013,158,0.002,rlx_mt,600
C,3,4,0.7,537,6457561,4.536,rlx_mt,600
C,3,4,0.4,0,0,0,rlx_mt,600
C,3,1,0.7,504,553,0.002,rlx_mt,600
C,3,8,0.4,0,0,0,rlx_mt,600
C,3,4,0.5,0,0,0,rlx_mt,600
C,3,2,0.1,0,0,0,rlx_mt,600
C,3,6,0.5,3088,5663,0.004,rlx_mt,600
C,3,5,0.3,3100,29017,0.008,rlx_mt,600
C,3,5,0.1,3110,200004675,31.191,rlx_mt,600
C,3,1,0.3,570,13090566,2.719,rlx_mt,600
C,3,3,0.1,0,0,0,rlx_mt,600
C,3,1,0.3,560,12519773,2.44,rlx_mt,600
C,3,2,0.7,520,9068,0.013,rlx_mt,600
C,3,6,0.7,2202,518,0.002,rlx_mt,600
C,3,1,0.8,423,168,0.001,rlx_mt,600
C,3,5,0.6,2495,149,0,rlx_mt,600
C,3,7,0.2,0,0,0,rlx_mt,600
C,3,4,0.3,0,0,0,rlx_mt,600
C,3,7,0.9,1907,285,0.01,rlx_mt,600
C,3,6,0.2,3110,2113027434,341.079,rlx_mt,600
C,3,1,0.7,500,468,0.001,rlx_mt,600
C,3,8,0.3,0,0,0,rlx_mt,600
C,3,5,0.4,3082,1023,0,rlx_mt,600
C,3,5,0.6,2432,105,0,rlx_mt,600
C,3,4,0.1,0,0,0,rlx_mt,600
C,3,4,0.1,0,0,0,rlx_mt,600
C,3,3,0.4,0,0,0,rlx_mt,600
C,3,1,0.6,518,1684,0.001,rlx_mt,600
C,3,5,0.6,2649,110,0,rlx_mt,600
C,3,8,0.7,3067,55001,0.094,rlx_mt,600
C,3,2,0.3,0,0,0,rlx_mt,600
C,3,1,0.8,404,185,0.001,rlx_mt,600
C,3,6,0.3,3109,13364785,2.753,rlx_mt,600
C,3,6,0.4,3100,190413,0.06,rlx_mt,600
C,3,3,0.8,510,10990,0.046,rlx_mt,600
C,3,5,0.7,2157,63,0,rlx_mt,600
C,3,7,0.9,1703,299,0.01,rlx_mt,600
C,3,1,0.9,347,62,0.001,rlx_mt,600
C,3,2,0.4,560,108661073,25.233,rlx_mt,600
C,3,4,0.7,540,6120676,4.565,rlx_mt,600
C,3,7,0.3,0,0,0,rlx_mt,600
C,3,6,0.3,3110,14509622,2.877,rlx_mt,600
C,3,7,0.5,3100,725109,0.342,rlx_mt,600
C,3,1,0.9,308,101,0.001,rlx_mt,600
C,3,6,0.6,2968,869,0.001,rlx_mt,600
C,3,3,0.2,0,0,0,rlx_mt,600
C,3,2,0.9,411,312,0.009,rlx_mt,600
C,3,1,0.5,534,26828,0.01,rlx_mt,600
C,3,1,0.9,370,69,0.001,rlx_mt,600
C,3,8,0.3,0,0,0,rlx_mt,600
C,3,4,0.3,0,0,0,rlx_mt,600
C,3,2,0.9,398,284,0.009,rlx_mt,600
C,3,3,0.1,0,0,0,rlx_mt,600
C,3,5,0.4,3088,831,0,rlx_mt,600
C,3,6,0.2,3110,1680240907,271,rlx_mt,600
C,3,2,0.4,570,80303649,21.525,rlx_mt,600
C,3,6,0.1,0,0,0,rlx_mt,600
C,3,3,0.1,0,0,0,rlx_mt,600
C,3,1,0.1,0,0,0,rlx_mt,600
C,3,3,0.2,0,0,0,rlx_mt,600
C,3,2,0.3,0,0,0,rlx_mt,600
C,3,8,0.1,0,0,0,rlx_mt,600
C,3,6,0.2,3110,1557128187,281.567,rlx_mt,600
C,3,4,0.4,0,0,0,rlx_mt,600
C,3,8,0.5,3110,131290092,65.606,rlx_mt,600
C,3,1,0.2,580,569413992,101.244,rlx_mt,600
C,3,4,0.7,540,7243796,4.955,rlx_mt,600
C,3,3,0.2,0,0,0,rlx_mt,600
C,3,4,0.9,494,9683,0.166,rlx_mt,600
C,3,7,0.6,3081,23532,0.023,rlx_mt,600
