class,mult,type,subtype,density,ilp2,lp2,lp1
C,3,4,7,0.4,600,672.6932924055452,666.8181818181819
C,3,6,1,0.4,3100,3119.041015532013,3117.843511450382
C,3,6,9,0.1,3110,3118.6416816799333,3117.303370786517
C,3,1,2,0.2,580,618.7686120973863,597.4418604651162
C,3,3,2,0.6,546,664.9263010466287,650.576923076923
C,3,8,6,0.4,3110,3120,3119.7222222222226
C,3,8,9,0.6,3098,3119.988680606813,3119.702380952381
C,3,8,7,0.2,3110,3119.948293014533,3119.702380952381
C,3,1,7,0.2,590,621.9233441317144,599.5348837209303
C,3,3,3,0.7,529,662.7327970907011,647.7777777777779
C,3,3,10,0.2,620,656.4014643877221,644.6153846153844
C,3,7,6,0.2,3110,3119.548832076217,3119.0944881889764
C,3,7,10,0.8,2328,3119.462599553693,3118.5797665369655
C,3,8,3,0.7,3065,3119.75522724795,3119.328063241107
C,3,5,4,0.9,1215,3117.1326742591896,3114.963898916968
C,3,8,4,0.4,3110,3119.8339464250557,3119.4466403162055
C,3,7,2,0.4,3110,3119.8639830314182,3119.330708661417
C,3,8,5,0.1,3110,3119.79591303377,3119.563492063492
C,3,8,9,0.4,3110,3119.988858248954,3119.702380952381
C,3,7,8,0.8,2382,3119.5774477441737,3119.0354330708656
C,3,7,1,0.8,2295,3119.9024080858503,3119.5454545454545
C,3,1,1,0.9,325,611.8669756389872,594.7435897435897
C,3,7,7,0.6,3080,3119.8660402303076,3119.4094488188975
C,3,1,3,0.1,610,623.7125720452427,612.4358974358975
C,3,5,2,0.2,3109,3116.6346739795245,3113.7370242214533
C,3,2,2,0.7,520,640.2389300119022,626
C,3,3,10,0.8,510,656.5035151616637,644.6153846153848
C,3,3,7,0.4,580,653.7420158954358,636.6071428571429
C,3,6,10,0.1,3110,3119.649753630866,3119.411764705881
C,3,2,4,0.7,520,644.1188096093805,626.71875
C,3,6,5,0.3,3110,3119.097713723786,3117.6235741444875
C,3,8,8,0.8,2716,3120,3119.820717131474
C,3,6,2,0.2,3110,3119.2465464146076,3117.946768060837
C,3,5,2,0.9,1393,3116.6721445709004,3113.7370242214533
C,3,8,9,0.5,3110,3119.991953742327,3119.7023809523816
C,3,1,5,0.1,610,626.6682926649949,611.015625
C,3,8,6,0.3,3110,3119.9999999999995,3119.722222222222
C,3,2,7,0.8,498,647.5391377771476,627.65625
C,3,4,5,0.4,600,667.5549667601949,659.7826086956522
C,3,4,1,0.3,620,670.8286515759779,661.7391304347827
C,3,5,3,0.3,3100,3117.700520378722,3115.4693140794225
C,3,5,4,0.1,3110,3117.476080497971,3117.072243346008
C,3,8,6,0.1,3110,3120,3119.7420634920636
C,3,5,3,0.5,2995,3117.655892021995,3115.469314079423
C,3,4,2,0.5,574,669.8812491576782,661.9565217391304
C,3,1,7,0.7,500,620.9147041299728,599.5348837209302
C,3,1,2,0.8,448,618.9861301194214,597.4418604651161
C,3,6,5,0.8,2013,3119.104804712594,3117.6235741444866
C,3,4,4,0.4,590,667.9179513120125,659.1304347826086
C,3,4,7,0.6,560,672.6746445705252,666.818181818182
C,3,4,6,0.3,620,669.8892179896256,662.1739130434783
C,3,4,4,0.9,500,667.9054993004424,659.1304347826089
C,3,3,9,0.2,630,661.7762679395072,647.6923076923075
C,3,1,7,0.4,550,620.7821765009073,599.5348837209301
C,3,5,6,0.3,3100,3116.06130909753,3112.7127659574467
C,3,1,8,0.6,516,603.9820640791174,586.8181818181818
C,3,7,6,0.1,3110,3119.5572584892016,3119.486166007905
C,3,7,3,0.3,3110,3119.493433441034,3118.76953125
C,3,3,2,0.8,510,664.8172577518872,650.5769230769232
C,3,3,10,0.5,560,656.557718662156,644.6153846153845
C,3,5,6,0.1,3110,3116.4446232439327,3115.760869565218
C,3,6,4,0.3,3110,3118.901221515537,3117.377358490566
C,3,3,9,0.1,640,661.9331863791538,648.8888888888889
C,3,2,8,0.7,520,642.5247108376496,624.1935483870968
C,3,7,1,0.4,3110,3119.8995099445833,3119.545454545454
C,3,1,6,0.9,308,623.0391071452765,602.9487179487179
C,3,5,9,0.6,2163,3118.0211174712053,3114.4346289752652
C,3,2,6,0.7,515,640.7775318530843,624.9999999999999
C,3,4,9,0.1,660,671.7594242573011,665.8695652173914
C,3,7,3,0.9,1772,3119.486158323108,3118.76953125
C,3,2,9,0.5,547,629.5183411415288,610.7142857142856
C,3,4,4,0.8,520,667.8999113232694,659.1304347826086
C,3,6,1,0.2,3110,3119.0282907715527,3117.843511450382
C,3,4,6,0.9,494,669.8777515575415,662.1739130434781
C,3,6,2,0.4,3100,3119.2288315668143,3117.7671755725196
C,3,7,7,0.9,1801,3119.8659567027325,3119.4094488188975
C,3,2,2,0.4,570,640.2405736309644,625.9999999999999
C,3,8,3,0.1,3110,3119.7547325286505,3119.407114624506
C,3,5,8,0.2,3107,3115.9622300134893,3113.2606199770375
C,3,8,6,0.5,3110,3120.000000000001,3119.722222222222
C,3,1,2,0.3,560,619.2450069455074,597.4418604651161
C,3,5,6,0.2,3110,3116.2193571493503,3113.320844686649
C,3,2,10,0.8,490,646.1720064738229,630.1612903225807
C,3,7,4,0.6,3078,3119.689797396058,3119.039215686274
C,3,1,5,0.3,560,626.31824403467715,601.547619047619
C,3,4,8,0.2,640,671.7605114217797,665.4347826086956
C,3,4,2,0.2,640,669.8950853232793,661.9565217391305
C,3,2,1,0.4,570,644.0582097253459,625.3125
C,3,5,2,0.7,1956,3116.5885010173834,3113.737024221454
C,3,8,6,0.8,2772,3120.0000000000005,3119.722222222222
C,3,3,1,0.4,580,656.7117712438559,643.8461538461538
C,3,1,6,0.8,449,623.1106258868626,602.9487179487179
C,3,7,1,0.7,3038,3119.9040418922564,3119.5454545454545
C,3,5,10,0.9,1189,3116.2100065494715,3112.7891156462592
C,3,1,3,0.6,518,624.39161032238,607.027027027027
C,3,2,8,0.5,550,642.3638049277007,624.1935483870966
C,3,6,2,0.3,3110,3119.2027724314535,3117.7671755725187
C,3,3,7,0.3,605,653.8953204051556,636.607142857143
C,3,6,9,0.3,3110,3118.7154617760557,3116.8539325842703
C,3,3,6,0.1,640,658.0595295250171,647.3214285714287
C,3,2,1,0.8,479,643.7256790521413,625.3125
C,3,8,4,0.5,3110,3119.8342611065564,3119.4466403162055
C,3,8,4,0.1,3110,3119.835106032776,3119.623015873016
C,3,5,3,0.9,1314,3117.6554835605066,3115.469314079423
C,3,4,6,0.4,600,669.8679292131802,662.1739130434781
C,3,7,6,0.6,3085,3119.541792293278,3119.078431372549
C,3,7,9,0.1,3110,3119.775128335023,3119.565217391304
C,3,6,3,0.8,1853,3119.3130923684203,3118.180076628352
C,3,8,9,0.3,3110,3119.990467779865,3119.702380952381
C,3,7,8,0.5,3100,3119.5821927898637,3119.035433070866
C,3,2,9,0.2,600,629.7394986926134,611.25
C,3,7,9,0.7,3007,3119.769000730465,3119.1372549019607
C,3,8,3,0.8,2495,3119.755939691799,3119.328063241107
C,3,4,5,0.9,499,667.551432029714,659.7826086956521
C,3,5,2,0.4,3080,3116.663425400355,3113.737024221454
C,3,2,4,0.2,610,644.3133154507798,626.71875
C,3,4,1,0.2,640,670.7983486890171,661.7391304347825
C,3,1,5,0.4,550,626.5804999148355,601.547619047619
C,3,3,7,0.6,545,653.7673241328195,636.6071428571429
C,3,2,6,0.1,630,641.485901546984,632.8125
C,3,1,10,0.3,570,638.7705535416115,613.8157894736843
C,3,6,1,0.8,1869,3119.045463882594,3117.843511450382
C,3,8,1,0.2,3110,3120,3119.840637450199
C,3,7,9,0.8,2280,3119.767829141486,3119.1372549019607
C,3,4,7,0.2,650,672.6764928252902,666.8181818181819
C,3,4,5,0.1,660,667.5669360188856,661.3978494623657
C,3,6,7,0.3,3110,3118.6301998371664,3117.3574144486693
C,3,1,10,0.7,496,638.1765467422637,613.8157894736843
C,3,3,3,0.5,560,662.7669105898153,647.7777777777778
C,3,7,5,0.7,3032,3119.9418402285523,3119.563492063492
C,3,3,4,0.6,542,659.9219783283771,647.2222222222222
C,3,3,6,0.4,580,657.8901536469579,643.6538461538461
C,3,5,10,0.7,2018,3116.19189272623,3112.789115646259
C,3,4,7,0.7,540,672.689985460203,666.818181818182
C,3,7,8,0.4,3110,3119.5821390610795,3119.0354330708656
C,3,8,3,0.6,3098,3119.7558189388305,3119.328063241107
C,3,2,9,0.6,535,629.2535346893372,610.7142857142859
C,3,7,3,0.7,2838,3119.483333512518,3118.76953125
C,3,8,5,0.4,3110,3119.7944431210108,3119.407114624506
C,3,8,10,0.6,3094,3119.911365599679,3119.7023809523807
C,3,4,6,0.2,640,669.8762750108041,662.1739130434783
C,3,4,6,0.7,540,669.8781728621128,662.1739130434783
C,3,8,1,0.9,2064,3120,3119.820717131474
C,3,5,3,0.8,1656,3117.6484375592745,3115.469314079423
C,3,5,9,0.8,1811,3117.9665930286715,3114.4346289752652
C,3,2,7,0.7,517,647.3975001523183,627.65625
C,3,6,4,0.1,3110,3118.931333777482,3118.429118773946
C,3,8,4,0.2,3110,3119.831332262735,3119.466403162055
C,3,3,9,0.7,530,661.9141376844109,647.6923076923077
C,3,2,2,0.5,550,640.1011251360732,625.9999999999999
C,3,4,5,0.5,578,667.5511435938216,659.7826086956522
C,3,6,2,0.9,1529,3119.210456403225,3117.7671755725182
C,3,6,6,0.7,2267,3118.7274254056347,3117.615384615385
C,3,5,6,0.6,2336,3115.902640604644,3112.7127659574467
C,3,2,6,0.5,550,640.7808213214215,625.0000000000001
C,3,7,2,0.7,2994,3119.86268845091,3119.330708661417
C,3,3,10,0.3,600,656.5753366184754,644.6153846153845
C,3,5,9,0.2,3110,3118.2419800521325,3115.0513698630134
C,3,4,1,0.8,520,670.8120161342728,661.7391304347825
C,3,2,5,0.9,388,650.1994486870534,626.3636363636364
C,3,6,8,0.4,3100,3119.1812474850753,3118.1297709923656
C,3,6,1,0.3,3110,3119.0731560350905,3117.843511450382
C,3,4,3,0.4,599,665.2593635941191,657.0833333333331
C,3,7,5,0.9,1805,3119.942335628072,3119.563492063492
C,3,2,5,0.2,610,650.7192627311696,627.2058823529411
C,3,5,5,0.2,3110,3117.968139308302,3115.6279508970733
C,3,1,3,0.7,501,624.1806899780576,607.0270270270271
C,3,6,4,0.6,2804,3118.8914606310072,3117.3773584905657
C,3,2,7,0.4,570,647.4735843881218,627.65625
C,3,8,5,0.2,3110,3119.79436554026,3119.4071146245055
C,3,1,4,0.4,550,618.1270903419095,600.125
C,3,8,5,0.3,3110,3119.7952952516316,3119.4071146245055
C,3,5,8,0.5,2737,3115.978902462899,3113.234265734266
C,3,3,2,0.4,580,664.9450242300317,650.576923076923
C,3,7,10,0.6,3080,3119.464593954654,3118.5797665369655
C,3,7,5,0.3,3110,3119.9417041813776,3119.5634920634925
C,3,2,7,0.6,533,647.4822715336184,627.65625
C,3,5,9,0.9,1352,3117.9997244084507,3114.434628975265
C,3,5,6,0.9,1317,3115.914400960975,3112.712765957447
C,3,5,4,0.5,2711,3117.095061162998,3114.963898916968
C,3,3,8,0.8,519,660.2406049467513,648.4
C,3,7,4,0.3,3110,3119.698155607866,3119.0392156862745
C,3,3,1,0.9,449,656.7331697566788,643.8461538461537
C,3,7,8,0.7,3037,3119.579417638598,3119.0354330708656
C,3,7,5,0.6,3087,3119.9391506846673,3119.563492063492
C,3,7,3,0.5,3100,3119.488642812292,3118.76953125
C,3,2,5,0.6,537,650.1686558212706,626.3636363636364
C,3,3,6,0.5,566,657.934991222035,643.6538461538462
C,3,8,2,0.1,3110,3119.7188058730667,3119.5634920634925
C,3,6,3,0.3,3110,3119.3235137034244,3118.1800766283523
C,3,4,1,0.6,560,670.823791900054,661.7391304347826
C,3,2,3,0.1,630,653.5845478076584,635.8208955223881
C,3,1,10,0.1,610,639.0871269714253,619
C,3,8,8,0.3,3110,3120,3119.8207171314743
C,3,6,7,0.8,1914,3118.651510588492,3117.35741444867
C,3,8,4,0.8,2538,3119.832933146477,3119.446640316206
C,3,8,6,0.7,3080,3120,3119.7222222222226
C,3,3,4,0.1,650,659.9473926990458,651.6071428571429
C,3,6,8,0.3,3110,3119.1548685452926,3118.129770992366
C,3,4,3,0.1,650,665.1875130628591,658.125
C,3,2,1,0.5,550,643.6853310638484,625.3125
C,3,2,7,0.2,610,647.2550897773697,627.65625
C,3,4,2,0.7,540,669.8801611021203,661.9565217391305
C,3,4,9,0.7,540,671.764457359405,664.9999999999999
C,3,7,10,0.7,2851,3119.4649960805077,3118.579766536965
C,3,6,6,0.4,3100,3118.7488403508705,3117.6153846153848
C,3,5,5,0.7,2078,3117.910978984163,3114.137323943662
C,3,3,8,0.1,640,660.2612161629569,649.0384615384614
C,3,7,6,0.5,3100,3119.5435415758816,3119.078431372549
C,3,8,6,0.2,3110,3119.9999999997003,3119.781746031746
C,3,1,7,0.9,347,620.9407908299421,599.5348837209303
C,3,6,8,0.9,1407,3119.1832599320433,3118.1297709923665
C,3,3,2,0.9,437,664.8665470321032,650.576923076923
C,3,1,7,0.8,404,620.9242511118796,599.5348837209301
C,3,4,10,0.3,620,668.0322796653145,662.1739130434783
C,3,8,1,0.7,3066,3120,3119.8207171314734
C,3,5,9,0.3,3100,3117.9814381874303,3114.4346289752652
C,3,2,7,0.1,630,647.2602941882278,630.6060606060606
C,3,1,5,0.6,520,626.716984975954,601.5476190476192
C,3,1,3,0.8,412,624.2822543185752,607.0270270270269
C,3,1,9,0.7,502,615.2626569899959,595.1162790697674
C,3,7,2,0.1,3110,3119.8669198515554,3119.6442687747035
C,3,8,2,0.9,2031,3119.717185031275,3119.4642857142862
C,3,5,4,0.8,1672,3117.154848853597,3114.9638989169675
C,3,4,5,0.7,540,667.5556202081343,659.782608695652
C,3,2,6,0.6,530,640.7447853643049,625
C,3,1,9,0.4,550,615.1536472770957,595.1162790697673
C,3,6,2,0.6,2820,3119.225023673203,3117.767175572519
C,3,8,10,0.3,3110,3119.911748468495,3119.7023809523816
C,3,4,3,0.7,538,665.2408822899819,657.0833333333334
C,3,4,9,0.2,650,671.7787501810417,665.0000000000001
C,3,6,10,0.6,3072,3119.623404434481,3118.1679389312976
C,3,1,4,0.7,504,618.7139296368441,600.125
C,3,5,8,0.4,3087,3115.9818768546525,3113.234265734265
C,3,4,4,0.7,534,667.9053483940643,659.1304347826089
C,3,5,4,0.3,3100,3117.0994960485978,3114.963898916968
C,3,5,7,0.1,3110,3115.6042585307027,3114.2960288808663
C,3,1,8,0.7,499,605.0907377123442,586.8181818181818
C,3,6,8,0.1,3110,3119.1716183881226,3118.7548638132303
C,3,3,5,0.3,600,654.6623775481536,641.2962962962964
C,3,1,4,0.1,600,620.0260944587253,610.6666666666664
C,3,2,10,0.1,630,646.3153291532095,635
C,3,4,7,0.8,520,672.694719340684,666.8181818181819
C,3,7,5,0.8,2326,3119.938102962641,3119.5634920634925
C,3,1,9,0.6,522,615.7291825957207,595.1162790697674
C,3,5,7,0.2,3106,3115.0808582941077,3112.2887323943664
C,3,1,9,0.2,580,615.840417155022,595.1162790697673
C,3,6,9,0.6,3034,3118.7064942713077,3116.8539325842703
C,3,5,1,0.8,1760,3115.800259940623,3113.356890459364
C,3,6,4,0.8,1862,3118.8769370693412,3117.377358490566
C,3,7,7,0.7,2862,3119.8632248895074,3119.4094488188975
C,3,5,5,0.4,3080,3118.0808544626334,3114.1373239436616
C,3,4,2,0.6,560,669.8849125400912,661.9565217391305
C,3,6,7,0.6,2968,3118.664470946039,3117.3574144486697
C,3,4,2,0.3,620,669.9015424264663,661.9565217391305
C,3,5,8,0.6,2620,3115.9818796565824,3113.234265734266
C,3,8,10,0.9,1998,3119.911633816222,3119.7023809523803
C,3,4,8,0.3,620,671.7675305647933,665.4347826086956
C,3,4,7,0.9,489,672.6774863094579,666.818181818182
C,3,2,10,0.2,610,645.8620967048424,630.1612903225807
C,3,4,9,0.8,519,671.7474699368116,664.9999999999999
C,3,1,9,0.5,539,615.2653834726045,595.1162790697674
C,3,4,7,0.3,626,672.7545950359806,666.8181818181819
C,3,5,7,0.3,3100,3115.4023121553873,3112.3076923076924
C,3,7,8,0.3,3110,3119.5929967697493,3119.0525563103324
C,3,8,3,0.5,3110,3119.755884243397,3119.328063241107
