instance;weight;size;time
BPPC_8_0_1.txt_0.5.bz2.dimacs.c;5063;12;2983
BPPC_8_0_1.txt_0.4.bz2.dimacs.c;6520;15;59701
BPPC_3_0_5.txt_0.3.bz2.dimacs.c;0;0;0
BPPC_5_0_2.txt_0.1.bz2.dimacs.c;8180;21;1
BPPC_5_0_8.txt_0.9.bz2.dimacs.c;1267;3;0
BPPC_1_0_3.txt_0.9.bz2.dimacs.c;337;4;0
BPPC_5_0_8.txt_0.8.bz2.dimacs.c;1454;4;0
BPPC_3_0_10.txt_0.9.bz2.dimacs.c;456;5;1
BPPC_5_0_5.txt_0.3.bz2.dimacs.c;4477;12;0
BPPC_4_0_8.txt_0.4.bz2.dimacs.c;0;0;0
BPPC_1_0_3.txt_0.1.bz2.dimacs.c;2492;32;504
BPPC_1_0_9.txt_0.1.bz2.dimacs.c;2680;32;361
BPPC_7_0_4.txt_0.1.bz2.dimacs.c;0;0;0
BPPC_7_0_6.txt_0.2.bz2.dimacs.c;10048;26;106028
BPPC_3_0_4.txt_0.4.bz2.dimacs.c;1412;15;53035
BPPC_6_0_5.txt_0.4.bz2.dimacs.c;4404;11;4
BPPC_4_0_10.txt_0.3.bz2.dimacs.c;0;0;0
BPPC_1_0_4.txt_0.6.bz2.dimacs.c;609;7;0
BPPC_7_0_3.txt_0.2.bz2.dimacs.c;9941;24;118665
BPPC_8_0_3.txt_0.7.bz2.dimacs.c;3370;8;31
BPPC_2_0_4.txt_0.8.bz2.dimacs.c;495;5;0
BPPC_8_0_3.txt_0.1.bz2.dimacs.c;0;0;0
BPPC_1_0_1.txt_0.1.bz2.dimacs.c;2524;33;1078
BPPC_3_0_6.txt_0.7.bz2.dimacs.c;724;8;34
BPPC_7_0_10.txt_0.1.bz2.dimacs.c;0;0;0
BPPC_5_0_6.txt_0.1.bz2.dimacs.c;8614;24;0
BPPC_6_0_3.txt_0.6.bz2.dimacs.c;3224;8;0
BPPC_6_0_2.txt_0.2.bz2.dimacs.c;7407;20;83
BPPC_7_0_9.txt_0.9.bz2.dimacs.c;1740;4;0
BPPC_8_0_7.txt_0.6.bz2.dimacs.c;4219;10;262
BPPC_3_0_4.txt_0.6.bz2.dimacs.c;919;10;263
BPPC_7_0_6.txt_0.1.bz2.dimacs.c;0;0;0
BPPC_3_0_9.txt_0.7.bz2.dimacs.c;751;8;31
BPPC_6_0_8.txt_0.5.bz2.dimacs.c;3695;9;1
BPPC_6_0_8.txt_0.8.bz2.dimacs.c;2055;5;0
BPPC_2_0_7.txt_0.6.bz2.dimacs.c;791;8;9
BPPC_2_0_4.txt_0.2.bz2.dimacs.c;2141;26;146613
BPPC_8_0_7.txt_0.3.bz2.dimacs.c;0;0;0
BPPC_5_0_10.txt_0.4.bz2.dimacs.c;3657;9;0
BPPC_6_0_7.txt_0.9.bz2.dimacs.c;1475;4;0
BPPC_3_0_5.txt_0.4.bz2.dimacs.c;1429;16;53560
BPPC_5_0_4.txt_0.9.bz2.dimacs.c;1215;3;0
BPPC_8_0_8.txt_0.4.bz2.dimacs.c;6519;17;49821
BPPC_2_0_5.txt_0.7.bz2.dimacs.c;617;7;2
BPPC_6_0_1.txt_0.4.bz2.dimacs.c;4528;12;3
BPPC_8_0_10.txt_0.5.bz2.dimacs.c;5145;12;2859
BPPC_4_0_10.txt_0.4.bz2.dimacs.c;0;0;0
BPPC_3_0_9.txt_0.6.bz2.dimacs.c;850;9;276
BPPC_6_0_3.txt_0.2.bz2.dimacs.c;7652;21;57
BPPC_4_0_5.txt_0.1.bz2.dimacs.c;0;0;0
BPPC_7_0_7.txt_0.3.bz2.dimacs.c;6923;19;4989
BPPC_8_0_1.txt_0.9.bz2.dimacs.c;2064;5;1
BPPC_4_0_10.txt_0.9.bz2.dimacs.c;518;5;8
BPPC_4_0_4.txt_0.3.bz2.dimacs.c;0;0;0
BPPC_6_0_3.txt_0.5.bz2.dimacs.c;3688;9;1
BPPC_3_0_1.txt_0.4.bz2.dimacs.c;1374;14;51570
BPPC_6_0_9.txt_0.4.bz2.dimacs.c;4352;10;3
BPPC_2_0_7.txt_0.9.bz2.dimacs.c;396;4;0
BPPC_1_0_5.txt_0.3.bz2.dimacs.c;1291;14;17
BPPC_3_0_6.txt_0.9.bz2.dimacs.c;481;5;1
BPPC_5_0_7.txt_0.6.bz2.dimacs.c;2495;6;0
BPPC_3_0_6.txt_0.8.bz2.dimacs.c;587;6;6
BPPC_6_0_10.txt_0.3.bz2.dimacs.c;5565;14;17
BPPC_3_0_3.txt_0.8.bz2.dimacs.c;567;6;6
BPPC_6_0_7.txt_0.6.bz2.dimacs.c;2968;7;0
BPPC_8_0_4.txt_0.9.bz2.dimacs.c;1917;5;1
BPPC_3_0_7.txt_0.7.bz2.dimacs.c;726;7;34
BPPC_7_0_10.txt_0.5.bz2.dimacs.c;4236;10;56
BPPC_8_0_2.txt_0.5.bz2.dimacs.c;5080;12;2928
BPPC_1_0_4.txt_0.2.bz2.dimacs.c;1697;19;76
BPPC_6_0_7.txt_0.3.bz2.dimacs.c;5462;15;18
BPPC_5_0_8.txt_0.1.bz2.dimacs.c;8225;23;0
BPPC_2_0_1.txt_0.3.bz2.dimacs.c;1534;18;3591
BPPC_4_0_5.txt_0.4.bz2.dimacs.c;0;0;0
BPPC_5_0_9.txt_0.2.bz2.dimacs.c;6118;16;0
BPPC_5_0_5.txt_0.2.bz2.dimacs.c;6088;16;0
BPPC_5_0_3.txt_0.4.bz2.dimacs.c;3491;9;0
BPPC_3_0_3.txt_0.4.bz2.dimacs.c;1390;15;51843
BPPC_7_0_2.txt_0.7.bz2.dimacs.c;3088;7;2
BPPC_7_0_6.txt_0.8.bz2.dimacs.c;2395;6;0
BPPC_8_0_9.txt_0.8.bz2.dimacs.c;2667;7;6
BPPC_5_0_6.txt_0.6.bz2.dimacs.c;2336;6;0
BPPC_6_0_1.txt_0.1.bz2.dimacs.c;11901;33;295
BPPC_8_0_10.txt_0.9.bz2.dimacs.c;1998;5;1
BPPC_1_0_5.txt_0.1.bz2.dimacs.c;2591;33;309
BPPC_1_0_5.txt_0.4.bz2.dimacs.c;981;11;4
BPPC_7_0_8.txt_0.2.bz2.dimacs.c;10144;25;118479
BPPC_4_0_4.txt_0.4.bz2.dimacs.c;0;0;0
BPPC_6_0_4.txt_0.6.bz2.dimacs.c;2804;7;0
BPPC_6_0_7.txt_0.4.bz2.dimacs.c;4232;11;4
BPPC_8_0_10.txt_0.2.bz2.dimacs.c;0;0;0
BPPC_5_0_4.txt_0.6.bz2.dimacs.c;2468;6;0
BPPC_5_0_4.txt_0.7.bz2.dimacs.c;1904;5;0
BPPC_3_0_8.txt_0.6.bz2.dimacs.c;997;10;254
BPPC_8_0_4.txt_0.8.bz2.dimacs.c;2538;6;6
BPPC_4_0_6.txt_0.7.bz2.dimacs.c;824;9;789
BPPC_6_0_9.txt_0.6.bz2.dimacs.c;3034;7;0
BPPC_3_0_6.txt_0.5.bz2.dimacs.c;1123;12;2888
BPPC_3_0_10.txt_0.6.bz2.dimacs.c;936;10;256
BPPC_1_0_9.txt_0.8.bz2.dimacs.c;433;5;0
BPPC_1_0_1.txt_0.6.bz2.dimacs.c;623;7;0
BPPC_7_0_3.txt_0.6.bz2.dimacs.c;3570;9;9
BPPC_4_0_3.txt_0.2.bz2.dimacs.c;0;0;0
BPPC_4_0_1.txt_0.6.bz2.dimacs.c;1025;11;11424
BPPC_8_0_6.txt_0.8.bz2.dimacs.c;2772;7;6
BPPC_8_0_6.txt_0.6.bz2.dimacs.c;4101;10;264
BPPC_3_0_4.txt_0.2.bz2.dimacs.c;0;0;0
BPPC_2_0_1.txt_0.6.bz2.dimacs.c;779;9;9
BPPC_5_0_6.txt_0.8.bz2.dimacs.c;1651;4;0
BPPC_3_0_6.txt_0.4.bz2.dimacs.c;1426;15;53151
BPPC_3_0_7.txt_0.6.bz2.dimacs.c;938;10;254
BPPC_2_0_4.txt_0.6.bz2.dimacs.c;774;9;9
BPPC_5_0_4.txt_0.1.bz2.dimacs.c;8214;23;0
BPPC_2_0_3.txt_0.1.bz2.dimacs.c;0;0;0
BPPC_4_0_3.txt_0.6.bz2.dimacs.c;1049;11;11289
BPPC_7_0_10.txt_0.7.bz2.dimacs.c;2851;7;2
BPPC_7_0_1.txt_0.6.bz2.dimacs.c;3542;9;9
BPPC_7_0_6.txt_0.6.bz2.dimacs.c;3675;9;9
BPPC_6_0_9.txt_0.8.bz2.dimacs.c;1898;5;0
BPPC_5_0_10.txt_0.1.bz2.dimacs.c;8230;24;0
BPPC_4_0_2.txt_0.1.bz2.dimacs.c;0;0;0
BPPC_3_0_10.txt_0.7.bz2.dimacs.c;690;8;36
BPPC_3_0_10.txt_0.5.bz2.dimacs.c;1106;12;2938
BPPC_8_0_9.txt_0.1.bz2.dimacs.c;0;0;0
BPPC_4_0_7.txt_0.5.bz2.dimacs.c;1273;14;276232
BPPC_5_0_1.txt_0.3.bz2.dimacs.c;4357;12;0
BPPC_5_0_6.txt_0.5.bz2.dimacs.c;2823;7;0
BPPC_3_0_4.txt_0.5.bz2.dimacs.c;1121;12;3039
BPPC_4_0_8.txt_0.3.bz2.dimacs.c;0;0;0
BPPC_1_0_10.txt_0.2.bz2.dimacs.c;1676;20;68
BPPC_1_0_4.txt_0.4.bz2.dimacs.c;988;11;3
BPPC_6_0_9.txt_0.1.bz2.dimacs.c;12473;34;159
BPPC_1_0_7.txt_0.7.bz2.dimacs.c;547;6;0
BPPC_1_0_8.txt_0.3.bz2.dimacs.c;1269;16;11
BPPC_7_0_3.txt_0.3.bz2.dimacs.c;7694;20;3133
BPPC_6_0_8.txt_0.1.bz2.dimacs.c;11501;32;590
BPPC_2_0_2.txt_0.1.bz2.dimacs.c;0;0;0
BPPC_8_0_7.txt_0.8.bz2.dimacs.c;2545;6;6
BPPC_8_0_4.txt_0.4.bz2.dimacs.c;6467;16;48164
BPPC_4_0_10.txt_0.5.bz2.dimacs.c;1264;13;294465
BPPC_4_0_7.txt_0.2.bz2.dimacs.c;0;0;0
BPPC_5_0_1.txt_0.2.bz2.dimacs.c;5574;16;0
BPPC_1_0_2.txt_0.5.bz2.dimacs.c;760;9;1
BPPC_4_0_10.txt_0.7.bz2.dimacs.c;830;9;743
BPPC_7_0_5.txt_0.3.bz2.dimacs.c;7186;18;4164
BPPC_7_0_8.txt_0.6.bz2.dimacs.c;4141;10;7
BPPC_3_0_1.txt_0.1.bz2.dimacs.c;0;0;0
BPPC_5_0_6.txt_0.7.bz2.dimacs.c;1836;5;0
BPPC_3_0_8.txt_0.5.bz2.dimacs.c;1123;12;2675
BPPC_2_0_5.txt_0.5.bz2.dimacs.c;940;11;56
BPPC_5_0_7.txt_0.8.bz2.dimacs.c;1550;4;0
BPPC_8_0_3.txt_0.3.bz2.dimacs.c;0;0;0
BPPC_2_0_3.txt_0.6.bz2.dimacs.c;792;9;10
BPPC_2_0_1.txt_0.1.bz2.dimacs.c;0;0;0
BPPC_3_0_5.txt_0.7.bz2.dimacs.c;720;8;34
BPPC_5_0_7.txt_0.3.bz2.dimacs.c;4566;12;0
BPPC_6_0_10.txt_0.5.bz2.dimacs.c;3457;9;1
BPPC_3_0_3.txt_0.7.bz2.dimacs.c;758;8;29
BPPC_5_0_6.txt_0.9.bz2.dimacs.c;1317;3;0
BPPC_7_0_5.txt_0.5.bz2.dimacs.c;4568;11;38
BPPC_1_0_1.txt_0.3.bz2.dimacs.c;1211;15;11
BPPC_1_0_6.txt_0.8.bz2.dimacs.c;449;5;0
BPPC_8_0_4.txt_0.6.bz2.dimacs.c;4025;9;279
BPPC_1_0_4.txt_0.1.bz2.dimacs.c;2545;32;859
BPPC_4_0_1.txt_0.2.bz2.dimacs.c;0;0;0
BPPC_3_0_7.txt_0.4.bz2.dimacs.c;1446;15;48609
BPPC_1_0_6.txt_0.3.bz2.dimacs.c;1230;15;15
BPPC_6_0_7.txt_0.2.bz2.dimacs.c;7639;21;95
BPPC_1_0_8.txt_0.4.bz2.dimacs.c;998;11;3
BPPC_8_0_5.txt_0.7.bz2.dimacs.c;3256;8;34
BPPC_6_0_10.txt_0.4.bz2.dimacs.c;4439;11;4
BPPC_2_0_6.txt_0.2.bz2.dimacs.c;2118;25;150107
BPPC_2_0_3.txt_0.2.bz2.dimacs.c;2143;25;130426
BPPC_7_0_7.txt_0.7.bz2.dimacs.c;2862;7;2
BPPC_5_0_2.txt_0.9.bz2.dimacs.c;1393;4;0
BPPC_5_0_5.txt_0.7.bz2.dimacs.c;2078;5;0
BPPC_5_0_3.txt_0.3.bz2.dimacs.c;4419;12;0
BPPC_8_0_7.txt_0.4.bz2.dimacs.c;6459;15;49615
BPPC_8_0_10.txt_0.1.bz2.dimacs.c;0;0;0
BPPC_8_0_2.txt_0.9.bz2.dimacs.c;2031;5;1
BPPC_8_0_4.txt_0.2.bz2.dimacs.c;0;0;0
BPPC_3_0_2.txt_0.1.bz2.dimacs.c;0;0;0
BPPC_6_0_6.txt_0.4.bz2.dimacs.c;4331;10;4
BPPC_6_0_7.txt_0.5.bz2.dimacs.c;3610;9;1
BPPC_6_0_4.txt_0.7.bz2.dimacs.c;2318;6;0
BPPC_1_0_6.txt_0.7.bz2.dimacs.c;500;6;0
BPPC_1_0_6.txt_0.6.bz2.dimacs.c;611;6;0
BPPC_6_0_9.txt_0.7.bz2.dimacs.c;2334;6;0
BPPC_6_0_5.txt_0.9.bz2.dimacs.c;1476;4;0
BPPC_5_0_4.txt_0.8.bz2.dimacs.c;1672;4;0
BPPC_8_0_5.txt_0.6.bz2.dimacs.c;4106;10;272
BPPC_5_0_10.txt_0.3.bz2.dimacs.c;4483;12;0
BPPC_7_0_4.txt_0.6.bz2.dimacs.c;3449;8;10
BPPC_3_0_9.txt_0.5.bz2.dimacs.c;1055;12;3241
BPPC_6_0_5.txt_0.5.bz2.dimacs.c;3709;9;1
BPPC_6_0_1.txt_0.6.bz2.dimacs.c;2757;7;0
BPPC_5_0_5.txt_0.1.bz2.dimacs.c;7776;22;1
BPPC_3_0_4.txt_0.3.bz2.dimacs.c;0;0;0
BPPC_1_0_9.txt_0.4.bz2.dimacs.c;1035;12;3
BPPC_5_0_5.txt_0.8.bz2.dimacs.c;1710;4;0
BPPC_2_0_3.txt_0.8.bz2.dimacs.c;527;6;0
BPPC_4_0_3.txt_0.4.bz2.dimacs.c;0;0;0
BPPC_7_0_3.txt_0.1.bz2.dimacs.c;0;0;0
BPPC_1_0_5.txt_0.5.bz2.dimacs.c;787;9;1
BPPC_2_0_5.txt_0.2.bz2.dimacs.c;2176;26;86845
BPPC_5_0_2.txt_0.8.bz2.dimacs.c;1524;4;0
BPPC_3_0_2.txt_0.8.bz2.dimacs.c;622;6;5
BPPC_8_0_5.txt_0.5.bz2.dimacs.c;5012;12;2885
BPPC_4_0_7.txt_0.7.bz2.dimacs.c;882;9;600
BPPC_4_0_9.txt_0.5.bz2.dimacs.c;1296;14;254427
BPPC_8_0_3.txt_0.6.bz2.dimacs.c;4123;10;269
BPPC_3_0_3.txt_0.1.bz2.dimacs.c;0;0;0
BPPC_8_0_5.txt_0.4.bz2.dimacs.c;6348;16;55958
BPPC_8_0_9.txt_0.4.bz2.dimacs.c;6481;16;50255
BPPC_6_0_5.txt_0.7.bz2.dimacs.c;2640;7;0
BPPC_4_0_9.txt_0.6.bz2.dimacs.c;1030;11;11311
BPPC_7_0_9.txt_0.4.bz2.dimacs.c;5472;14;333
BPPC_6_0_3.txt_0.7.bz2.dimacs.c;2444;6;0
BPPC_4_0_7.txt_0.6.bz2.dimacs.c;993;11;11942
BPPC_7_0_4.txt_0.3.bz2.dimacs.c;7068;18;4375
BPPC_4_0_6.txt_0.4.bz2.dimacs.c;0;0;0
BPPC_4_0_7.txt_0.4.bz2.dimacs.c;0;0;0
BPPC_7_0_8.txt_0.4.bz2.dimacs.c;5308;14;357
BPPC_2_0_7.txt_0.8.bz2.dimacs.c;498;6;0
BPPC_7_0_10.txt_0.9.bz2.dimacs.c;1783;4;0
BPPC_5_0_9.txt_0.4.bz2.dimacs.c;3867;10;0
BPPC_5_0_2.txt_0.3.bz2.dimacs.c;4322;11;0
BPPC_7_0_2.txt_0.4.bz2.dimacs.c;5493;14;313
BPPC_3_0_5.txt_0.8.bz2.dimacs.c;579;6;6
BPPC_7_0_9.txt_0.5.bz2.dimacs.c;4400;12;50
BPPC_7_0_5.txt_0.1.bz2.dimacs.c;0;0;0
BPPC_2_0_6.txt_0.6.bz2.dimacs.c;790;8;9
BPPC_4_0_9.txt_0.1.bz2.dimacs.c;0;0;0
BPPC_4_0_5.txt_0.9.bz2.dimacs.c;499;5;8
BPPC_8_0_1.txt_0.2.bz2.dimacs.c;0;0;0
BPPC_1_0_6.txt_0.4.bz2.dimacs.c;944;11;3
BPPC_3_0_8.txt_0.7.bz2.dimacs.c;726;8;32
BPPC_6_0_5.txt_0.8.bz2.dimacs.c;2013;5;0
BPPC_3_0_8.txt_0.8.bz2.dimacs.c;579;6;6
BPPC_3_0_3.txt_0.9.bz2.dimacs.c;433;5;1
BPPC_3_0_8.txt_0.1.bz2.dimacs.c;0;0;0
BPPC_6_0_10.txt_0.8.bz2.dimacs.c;2136;5;0
BPPC_2_0_6.txt_0.1.bz2.dimacs.c;0;0;0
BPPC_1_0_8.txt_0.1.bz2.dimacs.c;2600;33;440
BPPC_3_0_3.txt_0.5.bz2.dimacs.c;1101;12;2960
BPPC_4_0_4.txt_0.2.bz2.dimacs.c;0;0;0
BPPC_5_0_7.txt_0.7.bz2.dimacs.c;1938;5;0
BPPC_3_0_3.txt_0.3.bz2.dimacs.c;0;0;0
BPPC_4_0_3.txt_0.8.bz2.dimacs.c;670;7;59
BPPC_5_0_5.txt_0.4.bz2.dimacs.c;3477;9;0
BPPC_6_0_6.txt_0.7.bz2.dimacs.c;2267;6;0
BPPC_6_0_8.txt_0.6.bz2.dimacs.c;3105;7;0
BPPC_1_0_2.txt_0.1.bz2.dimacs.c;2527;32;769
BPPC_5_0_3.txt_0.1.bz2.dimacs.c;8264;23;0
BPPC_4_0_2.txt_0.9.bz2.dimacs.c;497;5;8
BPPC_5_0_8.txt_0.5.bz2.dimacs.c;2737;7;0
BPPC_1_0_1.txt_0.9.bz2.dimacs.c;325;4;0
BPPC_7_0_1.txt_0.2.bz2.dimacs.c;10119;25;92741
BPPC_3_0_7.txt_0.9.bz2.dimacs.c;462;5;1
BPPC_6_0_8.txt_0.9.bz2.dimacs.c;1407;3;0
BPPC_1_0_2.txt_0.2.bz2.dimacs.c;1570;20;87
BPPC_3_0_10.txt_0.3.bz2.dimacs.c;0;0;0
BPPC_8_0_2.txt_0.2.bz2.dimacs.c;0;0;0
BPPC_2_0_6.txt_0.4.bz2.dimacs.c;1241;14;320
BPPC_6_0_6.txt_0.2.bz2.dimacs.c;7829;21;81
BPPC_4_0_9.txt_0.4.bz2.dimacs.c;0;0;0
BPPC_3_0_3.txt_0.2.bz2.dimacs.c;0;0;0
BPPC_5_0_8.txt_0.6.bz2.dimacs.c;2620;6;0
BPPC_7_0_1.txt_0.4.bz2.dimacs.c;5485;14;367
BPPC_5_0_6.txt_0.3.bz2.dimacs.c;4088;11;0
BPPC_8_0_4.txt_0.1.bz2.dimacs.c;0;0;0
BPPC_5_0_9.txt_0.8.bz2.dimacs.c;1811;4;0
BPPC_3_0_2.txt_0.6.bz2.dimacs.c;872;9;287
BPPC_2_0_3.txt_0.9.bz2.dimacs.c;391;4;0
BPPC_4_0_6.txt_0.9.bz2.dimacs.c;494;5;9
BPPC_7_0_6.txt_0.3.bz2.dimacs.c;7233;18;2912
BPPC_7_0_5.txt_0.2.bz2.dimacs.c;9764;26;205252
BPPC_3_0_9.txt_0.9.bz2.dimacs.c;445;5;1
BPPC_2_0_4.txt_0.9.bz2.dimacs.c;424;5;0
BPPC_3_0_10.txt_0.8.bz2.dimacs.c;543;6;7
BPPC_7_0_6.txt_0.9.bz2.dimacs.c;1703;4;0
BPPC_5_0_2.txt_0.4.bz2.dimacs.c;3458;9;0
BPPC_1_0_1.txt_0.4.bz2.dimacs.c;947;11;4
BPPC_6_0_3.txt_0.3.bz2.dimacs.c;5607;14;18
BPPC_7_0_3.txt_0.9.bz2.dimacs.c;1772;4;0
BPPC_7_0_3.txt_0.7.bz2.dimacs.c;2838;7;2
BPPC_2_0_9.txt_0.3.bz2.dimacs.c;1571;17;4171
BPPC_2_0_2.txt_0.6.bz2.dimacs.c;776;8;10
BPPC_6_0_6.txt_0.6.bz2.dimacs.c;2863;7;0
BPPC_6_0_10.txt_0.9.bz2.dimacs.c;1600;4;0
BPPC_6_0_5.txt_0.1.bz2.dimacs.c;12004;33;399
BPPC_6_0_6.txt_0.1.bz2.dimacs.c;11921;33;353
BPPC_5_0_2.txt_0.2.bz2.dimacs.c;5920;16;0
BPPC_1_0_10.txt_0.9.bz2.dimacs.c;370;4;0
BPPC_1_0_2.txt_0.7.bz2.dimacs.c;544;6;0
BPPC_1_0_9.txt_0.5.bz2.dimacs.c;872;9;1
BPPC_3_0_2.txt_0.9.bz2.dimacs.c;437;5;1
BPPC_6_0_2.txt_0.3.bz2.dimacs.c;5653;16;15
BPPC_4_0_9.txt_0.8.bz2.dimacs.c;707;7;59
BPPC_7_0_2.txt_0.9.bz2.dimacs.c;1808;4;0
BPPC_3_0_6.txt_0.3.bz2.dimacs.c;0;0;0
BPPC_2_0_4.txt_0.7.bz2.dimacs.c;649;8;2
BPPC_2_0_8.txt_0.7.bz2.dimacs.c;656;7;2
BPPC_5_0_1.txt_0.5.bz2.dimacs.c;2828;8;0
BPPC_6_0_3.txt_0.9.bz2.dimacs.c;1478;3;0
BPPC_7_0_2.txt_0.5.bz2.dimacs.c;4479;11;44
BPPC_5_0_8.txt_0.7.bz2.dimacs.c;1968;5;0
BPPC_2_0_10.txt_0.9.bz2.dimacs.c;422;4;0
BPPC_7_0_1.txt_0.1.bz2.dimacs.c;0;0;0
BPPC_8_0_6.txt_0.1.bz2.dimacs.c;0;0;0
BPPC_8_0_3.txt_0.4.bz2.dimacs.c;6542;17;48478
BPPC_1_0_7.txt_0.2.bz2.dimacs.c;1597;20;136
BPPC_5_0_8.txt_0.2.bz2.dimacs.c;5538;15;0
BPPC_7_0_7.txt_0.6.bz2.dimacs.c;3473;8;9
BPPC_5_0_3.txt_0.2.bz2.dimacs.c;6042;17;0
BPPC_8_0_9.txt_0.3.bz2.dimacs.c;0;0;0
BPPC_3_0_2.txt_0.3.bz2.dimacs.c;0;0;0
BPPC_4_0_6.txt_0.6.bz2.dimacs.c;1069;12;9260
BPPC_6_0_1.txt_0.2.bz2.dimacs.c;7404;21;87
BPPC_7_0_7.txt_0.5.bz2.dimacs.c;4585;11;40
BPPC_7_0_4.txt_0.9.bz2.dimacs.c;1899;4;0
BPPC_4_0_8.txt_0.7.bz2.dimacs.c;823;9;728
BPPC_2_0_10.txt_0.2.bz2.dimacs.c;2119;26;171421
BPPC_8_0_9.txt_0.5.bz2.dimacs.c;5021;13;2970
BPPC_2_0_10.txt_0.8.bz2.dimacs.c;545;6;0
BPPC_8_0_3.txt_0.5.bz2.dimacs.c;5009;12;2779
BPPC_1_0_4.txt_0.7.bz2.dimacs.c;504;6;0
BPPC_8_0_4.txt_0.3.bz2.dimacs.c;0;0;0
BPPC_1_0_3.txt_0.3.bz2.dimacs.c;1308;15;14
BPPC_6_0_10.txt_0.6.bz2.dimacs.c;3072;8;0
